IndexName,Date,Close,EPS,P/E,P/B,Div Yield %
NIFTY 50,15-Jun-11,5447.5,271,20.12,3.38,1.3
NIFTY 50,14-Jun-11,5500.5,271,20.31,3.41,1.29
NIFTY 50,13-Jun-11,5482.8,271,20.25,3.4,1.29
NIFTY 50,10-Jun-11,5485.8,271,20.26,3.4,1.29
NIFTY 50,09-Jun-11,5521.05,271,20.39,3.42,1.28
NIFTY 50,08-Jun-11,5526.85,271,20.41,3.43,1.28
NIFTY 50,07-Jun-11,5556.15,271,20.52,3.44,1.22
NIFTY 50,06-Jun-11,5532.05,271,20.43,3.43,1.23
NIFTY 50,03-Jun-11,5516.75,271,20.37,3.42,1.23
NIFTY 50,02-Jun-11,5550.35,271,20.49,3.44,1.23
NIFTY 50,01-Jun-11,5592,271,20.65,3.47,1.22
NIFTY 50,31-May-11,5560.15,271,20.53,3.45,1.22
NIFTY 50,30-May-11,5473.1,270,20.25,3.39,1.24
NIFTY 50,27-May-11,5476.1,270,20.26,3.44,1.23
NIFTY 50,26-May-11,5412.35,271,19.95,3.4,1.25
NIFTY 50,25-May-11,5348.95,271,19.72,3.36,1.26
NIFTY 50,24-May-11,5394.85,271,19.9,3.38,1.25
NIFTY 50,23-May-11,5386.55,270,19.93,3.38,1.25
NIFTY 50,20-May-11,5486.35,270,20.34,3.44,1.23
NIFTY 50,19-May-11,5428.1,269,20.2,3.41,1.24
NIFTY 50,18-May-11,5420.6,269,20.18,3.4,1.25
NIFTY 50,17-May-11,5438.95,270,20.16,3.41,1.24
NIFTY 50,16-May-11,5499,270,20.39,3.45,1.23
NIFTY 50,13-May-11,5544.75,269,20.6,3.48,1.22
NIFTY 50,12-May-11,5486.15,269,20.4,3.45,1.23
NIFTY 50,11-May-11,5565.05,269,20.71,3.5,1.21
NIFTY 50,10-May-11,5541.25,269,20.61,3.48,1.22
NIFTY 50,09-May-11,5551.1,269,20.66,3.49,1.21
NIFTY 50,06-May-11,5551.45,269,20.67,3.49,1.21
NIFTY 50,05-May-11,5459.85,269,20.32,3.43,1.23
NIFTY 50,04-May-11,5537.15,269,20.58,3.51,1.13
NIFTY 50,03-May-11,5565.25,269,20.68,3.53,1.12
NIFTY 50,02-May-11,5701.3,269,21.19,3.62,1.09
NIFTY 50,29-Apr-11,5749.5,269,21.36,3.65,1.09
NIFTY 50,28-Apr-11,5785.45,268,21.61,3.67,1.08
NIFTY 50,27-Apr-11,5833.9,268,21.79,3.7,1.07
NIFTY 50,26-Apr-11,5868.4,268,21.91,3.72,1.06
NIFTY 50,25-Apr-11,5874.5,268,21.94,3.73,1.06
NIFTY 50,21-Apr-11,5884.7,265,22.18,3.73,1.06
NIFTY 50,20-Apr-11,5851.65,265,22.06,3.71,1.07
NIFTY 50,19-Apr-11,5740.75,265,21.65,3.64,1.09
NIFTY 50,18-Apr-11,5729.1,265,21.66,3.63,1.09
NIFTY 50,15-Apr-11,5824.55,265,22.02,3.69,1.07
NIFTY 50,13-Apr-11,5911.5,264,22.43,3.75,1.06
NIFTY 50,11-Apr-11,5785.7,263,21.96,3.67,1.08
NIFTY 50,08-Apr-11,5842,263,22.18,3.71,1.07
NIFTY 50,07-Apr-11,5885.7,263,22.34,3.73,1.06
NIFTY 50,06-Apr-11,5891.75,263,22.36,3.74,1.06
NIFTY 50,05-Apr-11,5910.05,263,22.43,3.75,1.06
NIFTY 50,04-Apr-11,5908.45,263,22.43,3.75,1.06
NIFTY 50,01-Apr-11,5826.05,264,22.11,3.7,1.07
NIFTY 50,31-Mar-11,5833.75,263,22.14,3.7,1.07
NIFTY 50,30-Mar-11,5787.65,263,21.97,3.67,1.08
NIFTY 50,29-Mar-11,5736.35,263,21.77,3.64,1.09
NIFTY 50,28-Mar-11,5687.25,263,21.59,3.61,1.1
NIFTY 50,25-Mar-11,5654.25,263,21.46,3.59,1.1
NIFTY 50,24-Mar-11,5522.4,261,21.15,3.5,1.13
NIFTY 50,23-Mar-11,5480.25,261,20.99,3.47,1.13
NIFTY 50,22-Mar-11,5413.85,261,20.73,3.43,1.15
NIFTY 50,21-Mar-11,5364.75,261,20.54,3.4,1.16
NIFTY 50,18-Mar-11,5373.7,261,20.58,3.4,1.16
NIFTY 50,17-Mar-11,5446.65,261,20.86,3.45,1.14
NIFTY 50,16-Mar-11,5511.15,261,21.1,3.49,1.13
NIFTY 50,15-Mar-11,5449.65,261,20.87,3.45,1.14
NIFTY 50,14-Mar-11,5531.5,261,21.18,3.5,1.12
NIFTY 50,11-Mar-11,5445.45,261,20.85,3.45,1.14
NIFTY 50,10-Mar-11,5494.4,261,21.04,3.48,1.13
NIFTY 50,09-Mar-11,5531,261,21.18,3.5,1.12
NIFTY 50,08-Mar-11,5520.8,261,21.14,3.5,1.13
NIFTY 50,07-Mar-11,5463.15,261,20.92,3.46,1.14
NIFTY 50,04-Mar-11,5538.75,261,21.21,3.51,1.12
NIFTY 50,03-Mar-11,5536.2,261,21.2,3.51,1.12
NIFTY 50,01-Mar-11,5522.3,261,21.14,3.5,1.13
NIFTY 50,28-Feb-11,5333.25,261,20.42,3.38,1.17
NIFTY 50,25-Feb-11,5303.55,261,20.31,3.36,1.17
NIFTY 50,24-Feb-11,5262.7,261,20.15,3.33,1.18
NIFTY 50,23-Feb-11,5437.35,261,20.82,3.44,1.14
NIFTY 50,22-Feb-11,5469.2,262,20.9,3.46,1.14
NIFTY 50,21-Feb-11,5518.6,262,21.09,3.49,1.13
NIFTY 50,18-Feb-11,5458.95,262,20.86,3.46,1.14
NIFTY 50,17-Feb-11,5546.45,262,21.19,3.51,1.12
NIFTY 50,16-Feb-11,5481.7,262,20.95,3.47,1.13
NIFTY 50,15-Feb-11,5481,261,20.96,3.47,1.13
NIFTY 50,14-Feb-11,5456,262,20.86,3.45,1.14
NIFTY 50,11-Feb-11,5310,261,20.34,3.35,1.17
NIFTY 50,10-Feb-11,5225.8,261,20.01,3.3,1.19
NIFTY 50,09-Feb-11,5253.55,261,20.12,3.32,1.19
NIFTY 50,08-Feb-11,5312.55,261,20.35,3.35,1.17
NIFTY 50,07-Feb-11,5396,261,20.69,3.41,1.15
NIFTY 50,04-Feb-11,5395.75,261,20.67,3.4,1.15
NIFTY 50,03-Feb-11,5526.75,261,21.16,3.49,1.13
NIFTY 50,02-Feb-11,5432,261,20.8,3.43,1.15
NIFTY 50,01-Feb-11,5417.2,262,20.7,3.42,1.15
NIFTY 50,31-Jan-11,5505.9,261,21.06,3.47,1.13
NIFTY 50,28-Jan-11,5512.15,260,21.23,3.48,1.13
NIFTY 50,27-Jan-11,5604.3,259,21.64,3.53,1.11
NIFTY 50,25-Jan-11,5687.4,259,21.96,3.59,1.1
NIFTY 50,24-Jan-11,5743.25,258,22.26,3.62,1.08
NIFTY 50,21-Jan-11,5696.5,254,22.41,3.59,1.09
NIFTY 50,20-Jan-11,5711.6,253,22.59,3.6,1.09
NIFTY 50,19-Jan-11,5691.05,253,22.51,3.59,1.09
NIFTY 50,18-Jan-11,5724.05,253,22.66,3.61,1.09
NIFTY 50,17-Jan-11,5654.75,251,22.5,3.57,1.1
NIFTY 50,14-Jan-11,5654.55,251,22.5,3.57,1.1
NIFTY 50,13-Jan-11,5751.9,251,22.92,3.63,1.08
NIFTY 50,12-Jan-11,5863.25,250,23.41,3.7,1.06
NIFTY 50,11-Jan-11,5754.1,250,22.98,3.63,1.08
NIFTY 50,10-Jan-11,5762.85,250,23.01,3.63,1.08
NIFTY 50,07-Jan-11,5904.6,251,23.56,3.72,1.06
NIFTY 50,06-Jan-11,6048.25,251,24.14,3.81,1.03
NIFTY 50,05-Jan-11,6079.8,251,24.26,3.83,1.03
NIFTY 50,04-Jan-11,6146.35,251,24.53,3.87,1.01
NIFTY 50,03-Jan-11,6157.6,251,24.57,3.88,1.01
NIFTY 50,31-Dec-10,6134.5,251,24.48,3.87,1.02
NIFTY 50,30-Dec-10,6101.85,251,24.35,3.85,1.02
NIFTY 50,29-Dec-10,6060.35,251,24.19,3.82,1.03
NIFTY 50,28-Dec-10,5996,251,23.93,3.78,1.04
NIFTY 50,27-Dec-10,5998.1,251,23.94,3.78,1.04
NIFTY 50,24-Dec-10,6011.6,251,23.99,3.79,1.04
NIFTY 50,23-Dec-10,5980,251,23.86,3.77,1.04
NIFTY 50,22-Dec-10,5984.4,251,23.88,3.77,1.04
NIFTY 50,21-Dec-10,6000.65,251,23.95,3.78,1.04
NIFTY 50,20-Dec-10,5947.05,251,23.73,3.75,1.05
NIFTY 50,16-Dec-10,5948.75,251,23.74,3.75,1.05
NIFTY 50,15-Dec-10,5892.3,251,23.51,3.71,1.06
NIFTY 50,14-Dec-10,5944.1,251,23.72,3.75,1.05
NIFTY 50,13-Dec-10,5907.65,251,23.58,3.72,1.06
NIFTY 50,10-Dec-10,5857.35,251,23.35,3.69,1.07
NIFTY 50,09-Dec-10,5766.5,251,22.98,3.63,1.08
NIFTY 50,08-Dec-10,5903.7,251,23.53,3.72,1.06
NIFTY 50,07-Dec-10,5976.55,251,23.82,3.76,1.04
NIFTY 50,06-Dec-10,5992.25,251,23.88,3.77,1.04
NIFTY 50,03-Dec-10,5992.8,251,23.89,3.77,1.04
NIFTY 50,02-Dec-10,6011.7,251,23.96,3.78,1.04
NIFTY 50,01-Dec-10,5960.9,251,23.78,3.76,1.05
NIFTY 50,30-Nov-10,5862.7,251,23.39,3.69,1.06
NIFTY 50,29-Nov-10,5830,251,23.26,3.67,1.07
NIFTY 50,26-Nov-10,5751.95,251,22.96,3.63,1.08
NIFTY 50,25-Nov-10,5799.75,251,23.15,3.66,1.08
NIFTY 50,24-Nov-10,5865.75,251,23.41,3.7,1.06
NIFTY 50,23-Nov-10,5934.75,251,23.69,3.74,1.05
NIFTY 50,22-Nov-10,6010,251,23.98,3.79,1.04
NIFTY 50,19-Nov-10,5890.3,251,23.47,3.71,1.06
NIFTY 50,18-Nov-10,5998.8,251,23.9,3.78,1.04
NIFTY 50,16-Nov-10,5988.7,251,23.86,3.77,1.04
NIFTY 50,15-Nov-10,6121.6,251,24.39,3.86,1.02
NIFTY 50,12-Nov-10,6071.65,247,24.62,3.82,1.03
NIFTY 50,11-Nov-10,6194.25,247,25.11,3.89,1.01
NIFTY 50,10-Nov-10,6275.7,247,25.44,3.94,1
NIFTY 50,09-Nov-10,6301.55,247,25.55,3.96,0.99
NIFTY 50,08-Nov-10,6273.2,247,25.43,3.94,1
NIFTY 50,05-Nov-10,6312.45,247,25.59,3.97,0.99
NIFTY 50,04-Nov-10,6281.8,247,25.47,3.95,0.99
NIFTY 50,03-Nov-10,6160.5,243,25.3,3.87,1.01
NIFTY 50,02-Nov-10,6119,243,25.13,3.85,1.02
NIFTY 50,01-Nov-10,6117.55,244,25.12,3.85,1.02
NIFTY 50,29-Oct-10,6017.7,244,24.71,3.78,1.04
NIFTY 50,28-Oct-10,5987.7,244,24.59,3.76,1.04
NIFTY 50,27-Oct-10,6012.65,244,24.69,3.78,1.04
NIFTY 50,26-Oct-10,6082,243,24.98,3.82,1.03
NIFTY 50,25-Oct-10,6105.8,242,25.2,3.84,1.03
NIFTY 50,22-Oct-10,6066.05,242,25.03,3.82,1.03
NIFTY 50,21-Oct-10,6101.5,242,25.18,3.84,1.03
NIFTY 50,20-Oct-10,5982.1,242,24.69,3.76,1.05
NIFTY 50,19-Oct-10,6027.3,242,24.87,3.79,1.04
NIFTY 50,18-Oct-10,6075.95,242,25.07,3.82,1.03
NIFTY 50,15-Oct-10,6062.65,241,25.2,3.81,1.03
NIFTY 50,14-Oct-10,6177.35,241,25.68,3.89,1.02
NIFTY 50,13-Oct-10,6233.9,241,25.91,3.92,1.01
NIFTY 50,12-Oct-10,6090.9,241,25.32,3.83,1.03
NIFTY 50,11-Oct-10,6135.85,241,25.51,3.86,1.02
NIFTY 50,08-Oct-10,6103.45,241,25.37,3.84,1.03
NIFTY 50,07-Oct-10,6120.3,241,25.44,3.85,1.02
NIFTY 50,06-Oct-10,6186.45,241,25.72,3.89,1.01
NIFTY 50,05-Oct-10,6145.8,241,25.55,3.87,1.02
NIFTY 50,04-Oct-10,6159.45,241,25.61,3.88,1.02
NIFTY 50,01-Oct-10,6143.4,241,25.54,3.93,1.02
NIFTY 50,30-Sep-10,6029.95,237,25.46,3.82,1.03
NIFTY 50,29-Sep-10,5991.3,237,25.29,3.79,1.03
NIFTY 50,28-Sep-10,6029.5,237,25.45,3.82,1.03
NIFTY 50,27-Sep-10,6035.65,237,25.48,3.89,1.01
NIFTY 50,24-Sep-10,6018.3,237,25.41,3.88,1.02
NIFTY 50,23-Sep-10,5959.55,237,25.16,3.84,1.03
NIFTY 50,22-Sep-10,5991,237,25.29,3.86,1.02
NIFTY 50,21-Sep-10,6009.05,237,25.37,3.87,1.02
NIFTY 50,20-Sep-10,5980.45,237,25.25,3.93,1.01
NIFTY 50,17-Sep-10,5884.95,237,24.84,3.87,1.03
NIFTY 50,16-Sep-10,5828.7,237,24.61,3.83,1.04
NIFTY 50,15-Sep-10,5860.95,237,24.74,3.85,1.03
NIFTY 50,14-Sep-10,5795.55,237,24.47,3.81,1.04
NIFTY 50,13-Sep-10,5760,237,24.32,3.78,1.05
NIFTY 50,09-Sep-10,5640.05,238,23.73,3.69,1.07
NIFTY 50,08-Sep-10,5607.85,238,23.59,3.67,1.08
NIFTY 50,07-Sep-10,5604,238,23.58,3.67,1.08
NIFTY 50,06-Sep-10,5576.95,238,23.46,3.65,1.09
NIFTY 50,03-Sep-10,5479.4,238,23.05,3.59,1.1
NIFTY 50,02-Sep-10,5486.15,238,23.08,3.59,1.1
NIFTY 50,01-Sep-10,5471.85,238,23.02,3.58,1.11
NIFTY 50,31-Aug-10,5402.4,238,22.73,3.54,1.12
NIFTY 50,30-Aug-10,5415.45,238,22.78,3.55,1.12
NIFTY 50,27-Aug-10,5408.7,238,22.76,3.54,1.12
NIFTY 50,26-Aug-10,5477.9,238,23.05,3.59,1.11
NIFTY 50,25-Aug-10,5462.35,238,22.98,3.58,1.11
NIFTY 50,24-Aug-10,5505.1,238,23.13,3.61,1.1
NIFTY 50,23-Aug-10,5543.5,238,23.29,3.63,1.09
NIFTY 50,20-Aug-10,5530.65,238,23.24,3.62,1.09
NIFTY 50,19-Aug-10,5540.2,238,23.28,3.63,1.09
NIFTY 50,18-Aug-10,5479.15,238,23.02,3.59,1.1
NIFTY 50,17-Aug-10,5414.15,238,22.75,3.55,1.12
NIFTY 50,16-Aug-10,5418.3,238,22.76,3.55,1.12
NIFTY 50,13-Aug-10,5452.1,238,22.86,3.57,1.11
NIFTY 50,12-Aug-10,5416.45,239,22.71,3.55,1.12
NIFTY 50,11-Aug-10,5420.6,239,22.72,3.55,1.12
NIFTY 50,10-Aug-10,5460.7,239,22.89,3.58,1.11
NIFTY 50,09-Aug-10,5486.15,239,23,3.59,1.1
NIFTY 50,06-Aug-10,5439.25,237,22.95,3.56,1.11
NIFTY 50,05-Aug-10,5447.1,237,22.98,3.69,1.04
NIFTY 50,04-Aug-10,5467.85,237,23.07,3.7,1.03
NIFTY 50,03-Aug-10,5439.55,237,22.95,3.68,1.04
NIFTY 50,02-Aug-10,5431.65,237,22.91,3.83,1.01
NIFTY 50,30-Jul-10,5367.6,241,22.31,3.78,1.02
NIFTY 50,29-Jul-10,5408.9,241,22.49,3.81,1.01
NIFTY 50,28-Jul-10,5397.55,241,22.44,3.85,0.91
NIFTY 50,27-Jul-10,5430.6,241,22.58,3.87,0.9
NIFTY 50,26-Jul-10,5418.6,241,22.53,3.87,0.91
NIFTY 50,23-Jul-10,5449.1,239,22.78,3.89,0.9
NIFTY 50,22-Jul-10,5441.95,239,22.75,3.88,0.9
NIFTY 50,21-Jul-10,5399.35,238,22.66,3.85,0.91
NIFTY 50,20-Jul-10,5368,238,22.53,3.83,0.91
NIFTY 50,19-Jul-10,5386.45,238,22.61,3.84,0.91
NIFTY 50,16-Jul-10,5393.9,239,22.61,3.84,0.91
NIFTY 50,15-Jul-10,5378.75,239,22.54,3.83,0.91
NIFTY 50,14-Jul-10,5386.15,239,22.57,3.84,0.91
NIFTY 50,13-Jul-10,5400.65,239,22.63,3.85,0.91
NIFTY 50,12-Jul-10,5383,239,22.56,3.83,0.91
NIFTY 50,09-Jul-10,5352.45,239,22.42,3.81,0.92
NIFTY 50,08-Jul-10,5296.85,239,22.18,3.77,0.93
NIFTY 50,07-Jul-10,5241.1,239,21.95,3.73,0.94
NIFTY 50,06-Jul-10,5289.05,239,22.15,3.76,0.93
NIFTY 50,05-Jul-10,5235.9,239,21.93,3.73,0.94
NIFTY 50,02-Jul-10,5237.1,239,21.93,3.73,0.94
NIFTY 50,01-Jul-10,5251.4,239,21.99,3.74,0.94
NIFTY 50,30-Jun-10,5312.5,239,22.25,3.78,0.93
NIFTY 50,29-Jun-10,5256.15,239,22.01,3.74,0.94
NIFTY 50,28-Jun-10,5333.5,239,22.34,3.8,0.92
NIFTY 50,25-Jun-10,5269.05,239,22.07,3.75,0.93
NIFTY 50,24-Jun-10,5320.6,239,22.28,3.79,0.92
NIFTY 50,23-Jun-10,5323.15,239,22.29,3.79,0.92
NIFTY 50,22-Jun-10,5316.55,239,22.27,3.78,0.93
NIFTY 50,21-Jun-10,5353.3,239,22.42,3.81,0.92
NIFTY 50,18-Jun-10,5262.6,239,22.04,3.75,0.94
NIFTY 50,17-Jun-10,5274.85,239,22.09,3.75,0.93
NIFTY 50,16-Jun-10,5233.35,239,21.92,3.72,0.94
NIFTY 50,15-Jun-10,5222.35,239,21.87,3.72,0.94
NIFTY 50,14-Jun-10,5197.7,239,21.77,3.7,0.95
NIFTY 50,11-Jun-10,5119.35,239,21.44,3.64,0.96
NIFTY 50,10-Jun-10,5078.6,238,21.3,3.61,0.97
NIFTY 50,09-Jun-10,5000.3,238,20.97,3.56,0.98
NIFTY 50,08-Jun-10,4987.1,239,20.91,3.55,0.99
NIFTY 50,07-Jun-10,5034,238,21.11,3.58,0.98
NIFTY 50,04-Jun-10,5135.5,239,21.5,3.65,0.96
NIFTY 50,03-Jun-10,5110.5,239,21.4,3.63,0.96
NIFTY 50,02-Jun-10,5019.85,239,21.02,3.57,0.98
NIFTY 50,01-Jun-10,4970.2,239,20.81,3.53,0.99
NIFTY 50,31-May-10,5086.3,239,21.3,3.61,0.97
NIFTY 50,28-May-10,5066.55,239,21.22,3.6,0.97
NIFTY 50,27-May-10,5003.1,240,20.88,3.56,0.98
NIFTY 50,26-May-10,4917.4,240,20.52,3.49,1
NIFTY 50,25-May-10,4806.75,240,20.06,3.42,1.03
NIFTY 50,24-May-10,4943.95,240,20.63,3.51,1
NIFTY 50,21-May-10,4931.15,240,20.58,3.5,1
NIFTY 50,20-May-10,4947.6,240,20.65,3.52,1
NIFTY 50,19-May-10,4919.65,240,20.53,3.5,1
NIFTY 50,18-May-10,5066.2,240,21.14,3.6,0.97
NIFTY 50,17-May-10,5059.9,240,21.12,3.6,0.97
NIFTY 50,14-May-10,5093.5,240,21.26,3.62,0.97
NIFTY 50,13-May-10,5178.9,237,21.86,3.68,0.95
NIFTY 50,12-May-10,5156.65,237,21.77,3.66,0.96
NIFTY 50,11-May-10,5136.15,237,21.68,3.65,0.96
NIFTY 50,10-May-10,5193.6,237,21.92,3.69,0.95
NIFTY 50,07-May-10,5018.05,237,21.19,3.57,0.97
NIFTY 50,06-May-10,5090.85,237,21.5,3.62,0.96
NIFTY 50,05-May-10,5124.9,237,21.64,3.64,0.95
NIFTY 50,04-May-10,5148.5,237,21.74,3.66,0.95
NIFTY 50,03-May-10,5222.75,237,22.06,3.71,0.93
NIFTY 50,30-Apr-10,5278,237,22.29,3.75,0.92
NIFTY 50,29-Apr-10,5254.15,236,22.22,3.74,0.93
NIFTY 50,28-Apr-10,5215.45,237,22.05,3.71,0.94
NIFTY 50,27-Apr-10,5308.35,236,22.45,3.77,0.92
NIFTY 50,26-Apr-10,5322.45,230,23.11,3.78,0.92
NIFTY 50,23-Apr-10,5304.1,230,23.03,3.77,0.92
NIFTY 50,22-Apr-10,5269.35,230,22.88,3.75,0.93
NIFTY 50,21-Apr-10,5244.9,230,22.78,3.73,0.93
NIFTY 50,20-Apr-10,5230.1,230,22.71,3.72,0.93
NIFTY 50,19-Apr-10,5203.65,230,22.58,3.7,0.94
NIFTY 50,16-Apr-10,5262.6,231,22.78,3.74,0.93
NIFTY 50,15-Apr-10,5273.6,231,22.83,3.75,0.93
NIFTY 50,13-Apr-10,5322.95,231,23.04,3.78,0.92
NIFTY 50,12-Apr-10,5339.7,231,23.11,3.79,0.91
NIFTY 50,09-Apr-10,5361.75,231,23.21,3.81,0.91
NIFTY 50,08-Apr-10,5304.45,231,22.96,3.77,0.92
NIFTY 50,07-Apr-10,5374.65,235,22.88,3.79,0.92
NIFTY 50,06-Apr-10,5366,235,22.84,3.78,0.92
NIFTY 50,05-Apr-10,5368.4,235,22.85,3.78,0.92
NIFTY 50,01-Apr-10,5290.5,235,22.52,3.73,0.93
NIFTY 50,31-Mar-10,5249.1,235,22.33,3.7,0.94
NIFTY 50,30-Mar-10,5262.45,235,22.39,3.71,0.94
NIFTY 50,29-Mar-10,5302.85,235,22.56,3.73,0.93
NIFTY 50,26-Mar-10,5282,235,22.47,3.72,0.93
NIFTY 50,25-Mar-10,5260.4,235,22.38,3.7,0.94
NIFTY 50,23-Mar-10,5225.3,235,22.23,3.68,0.94
NIFTY 50,22-Mar-10,5205.2,235,22.15,3.66,0.95
NIFTY 50,19-Mar-10,5262.8,235,22.39,3.71,0.94
NIFTY 50,18-Mar-10,5245.9,235,22.32,3.69,0.94
NIFTY 50,17-Mar-10,5231.9,235,22.26,3.68,0.94
NIFTY 50,16-Mar-10,5198.1,235,22.12,3.66,0.95
NIFTY 50,15-Mar-10,5128.9,235,21.82,3.61,0.96
NIFTY 50,12-Mar-10,5137,235,21.86,3.62,0.96
NIFTY 50,11-Mar-10,5133.4,235,21.84,3.61,0.96
NIFTY 50,10-Mar-10,5116.25,235,21.77,3.6,0.96
NIFTY 50,09-Mar-10,5101.5,235,21.7,3.59,0.97
NIFTY 50,08-Mar-10,5124,235,21.8,3.61,0.96
NIFTY 50,05-Mar-10,5088.7,235,21.63,3.58,0.97
NIFTY 50,04-Mar-10,5080.25,235,21.59,3.57,0.97
NIFTY 50,03-Mar-10,5088.1,235,21.63,3.58,0.97
NIFTY 50,02-Mar-10,5017,235,21.33,3.53,0.98
NIFTY 50,26-Feb-10,4922.3,235,20.92,3.46,1
NIFTY 50,25-Feb-10,4859.75,234,20.79,3.42,1.02
NIFTY 50,24-Feb-10,4858.6,234,20.78,3.42,1.02
NIFTY 50,23-Feb-10,4870.05,234,20.83,3.43,1.01
NIFTY 50,22-Feb-10,4856.4,234,20.77,3.42,1.02
NIFTY 50,19-Feb-10,4844.9,234,20.72,3.41,1.02
NIFTY 50,18-Feb-10,4887.75,234,20.91,3.44,1.01
NIFTY 50,17-Feb-10,4914,234,21.02,3.46,1
NIFTY 50,16-Feb-10,4855.75,234,20.77,3.42,1.02
NIFTY 50,15-Feb-10,4801.95,234,20.54,3.38,1.03
NIFTY 50,11-Feb-10,4826.85,234,20.65,3.4,1.02
NIFTY 50,10-Feb-10,4757.2,234,20.35,3.35,1.04
NIFTY 50,09-Feb-10,4792.65,234,20.5,3.37,1.03
NIFTY 50,08-Feb-10,4760.4,234,20.36,3.35,1.04
NIFTY 50,06-Feb-10,4757.25,234,20.35,3.35,1.04
NIFTY 50,05-Feb-10,4718.65,234,20.18,3.32,1.05
NIFTY 50,04-Feb-10,4845.35,233,20.84,3.41,1.02
NIFTY 50,03-Feb-10,4931.85,233,21.21,3.47,1
NIFTY 50,02-Feb-10,4830.1,233,20.77,3.4,1.02
NIFTY 50,01-Feb-10,4899.7,233,21.07,3.45,1
NIFTY 50,29-Jan-10,4882.05,232,21,3.43,1.01
NIFTY 50,28-Jan-10,4867.25,231,21.09,3.42,1.01
NIFTY 50,27-Jan-10,4853.1,231,21.03,3.41,1.01
NIFTY 50,25-Jan-10,5007.9,231,21.7,3.52,0.98
NIFTY 50,22-Jan-10,5036,226,22.24,3.54,0.98
NIFTY 50,21-Jan-10,5094.15,226,22.5,3.58,0.97
NIFTY 50,20-Jan-10,5221.7,226,23.06,3.67,0.94
NIFTY 50,19-Jan-10,5225.65,224,23.35,3.68,0.94
NIFTY 50,18-Jan-10,5274.85,224,23.57,3.71,0.93
NIFTY 50,15-Jan-10,5252.2,224,23.46,3.69,0.94
NIFTY 50,14-Jan-10,5259.9,224,23.5,3.7,0.93
NIFTY 50,13-Jan-10,5233.95,224,23.38,3.68,0.94
NIFTY 50,12-Jan-10,5210.4,224,23.28,3.67,0.94
NIFTY 50,11-Jan-10,5249.4,224,23.45,3.7,0.94
NIFTY 50,08-Jan-10,5244.75,224,23.43,3.69,0.94
NIFTY 50,07-Jan-10,5263.1,224,23.51,3.7,0.93
NIFTY 50,06-Jan-10,5281.8,224,23.59,3.72,0.93
NIFTY 50,05-Jan-10,5277.9,224,23.57,3.71,0.93
NIFTY 50,04-Jan-10,5232.2,224,23.31,3.67,0.94
NIFTY 50,31-Dec-09,5201.05,224,23.17,3.65,0.95
NIFTY 50,30-Dec-09,5169.45,224,23.03,3.63,0.95
NIFTY 50,29-Dec-09,5187.95,224,23.11,3.64,0.95
NIFTY 50,24-Dec-09,5178.4,224,23.07,3.64,0.95
NIFTY 50,23-Dec-09,5144.6,225,22.91,3.61,0.96
NIFTY 50,22-Dec-09,4985.85,225,22.2,3.5,0.99
NIFTY 50,21-Dec-09,4952.6,225,22.05,3.48,0.99
NIFTY 50,18-Dec-09,4987.7,225,22.21,3.5,0.99
NIFTY 50,17-Dec-09,5041.75,225,22.45,3.57,0.98
NIFTY 50,16-Dec-09,5042.05,225,22.45,3.57,0.98
NIFTY 50,15-Dec-09,5033.05,225,22.41,3.57,0.98
NIFTY 50,14-Dec-09,5105.7,225,22.74,3.62,0.97
NIFTY 50,11-Dec-09,5117.3,225,22.79,3.63,0.96
NIFTY 50,10-Dec-09,5134.65,225,22.86,3.64,0.96
NIFTY 50,09-Dec-09,5112,225,22.76,3.62,0.97
NIFTY 50,08-Dec-09,5147.95,225,22.92,3.65,0.96
NIFTY 50,07-Dec-09,5066.7,225,22.52,3.59,0.98
NIFTY 50,04-Dec-09,5108.9,225,22.71,3.62,0.97
NIFTY 50,03-Dec-09,5131.7,225,22.81,3.63,0.96
NIFTY 50,02-Dec-09,5123.25,225,22.77,3.63,0.97
NIFTY 50,01-Dec-09,5122,225,22.77,3.62,0.97
NIFTY 50,30-Nov-09,5032.7,225,22.37,3.56,0.98
NIFTY 50,27-Nov-09,4941.75,225,21.97,3.5,1
NIFTY 50,26-Nov-09,5005.55,225,22.25,3.54,0.99
NIFTY 50,25-Nov-09,5108.15,225,22.71,3.61,0.97
NIFTY 50,24-Nov-09,5090.55,225,22.63,3.6,0.97
NIFTY 50,23-Nov-09,5103.55,225,22.69,3.61,0.97
NIFTY 50,20-Nov-09,5052.45,225,22.46,3.58,0.98
NIFTY 50,19-Nov-09,4989,225,22.18,3.53,0.99
NIFTY 50,18-Nov-09,5054.7,225,22.47,3.58,0.98
NIFTY 50,17-Nov-09,5062.25,225,22.5,3.58,0.98
NIFTY 50,16-Nov-09,5058.05,225,22.48,3.58,0.98
NIFTY 50,13-Nov-09,4998.95,225,22.22,3.54,0.99
NIFTY 50,12-Nov-09,4952.65,225,22.02,3.5,1
NIFTY 50,11-Nov-09,5003.95,225,22.24,3.78,0.98
NIFTY 50,10-Nov-09,4881.7,228,21.43,3.65,1.02
NIFTY 50,09-Nov-09,4898.4,228,21.5,3.67,1.02
NIFTY 50,06-Nov-09,4796.15,228,21.05,3.59,1.04
NIFTY 50,05-Nov-09,4765.55,230,20.68,3.57,1.05
