Date,Time,NiftySpot,CallOI,PutOI,PCR
04_19_23,11:09 AM,17681.5,179,125,0.687612208
04_19_23,11:12 AM,17687.6,177,125,0.691265893
04_19_23,11:15 AM,17688,177,128,0.696516379
04_19_23,11:18 AM,17685.85,177,128,0.699334166
04_19_23,11:21 AM,17678,176,131,0.704502879
04_19_23,11:24 AM,17677,175,130,0.705301925
04_19_23,11:27 AM,17679.4,176,130,0.706274755
04_19_23,11:30 AM,17673.6,176,129,0.705045458
04_19_23,11:33 AM,17673.7,177,129,0.700845227
04_19_23,11:36 AM,17678.6,178,128,0.699502968
04_19_23,11:39 AM,17678.6,178,128,0.699502968
04_19_23,11:42 AM,17687.1,174,132,0.704929479
04_19_23,11:45 AM,17688,175,131,0.702034581
04_19_23,11:48 AM,17686.1,176,130,0.699007565
04_19_23,11:51 AM,17686,175,132,0.702163177
04_19_23,11:54 AM,17680.9,176,133,0.701624098
04_19_23,11:57 AM,17685,174,133,0.701319444
04_19_23,12:00 PM,17688,174,134,0.703523525
04_19_23,12:03 PM,17694.5,175,134,0.705391884
04_19_23,12:06 PM,17693.1,174,135,0.71191155
04_19_23,12:09 PM,17697.8,174,136,0.71663416
04_19_23,12:12 PM,17694,175,137,0.720545278
04_19_23,12:15 PM,17692.3,174,140,0.728072012
04_19_23,12:18 PM,17699.8,175,140,0.730820337
04_19_23,12:21 PM,17699.5,175,142,0.73812364
04_19_23,12:24 PM,17702.05,174,143,0.740722553
04_19_23,12:27 PM,17681.95,173,142,0.746201463
04_19_23,12:30 PM,17681.95,173,142,0.746201463
04_19_23,12:33 PM,17699,172,144,0.749258579
04_19_23,12:36 PM,17700.7,172,144,0.749258579
04_19_23,12:39 PM,17700.7,174,143,0.747602933
04_19_23,12:42 PM,17699,173,143,0.750565131
04_19_23,12:45 PM,17699,173,143,0.750565131
04_19_23,12:48 PM,17703.5,173,143,0.750123283
04_19_23,12:51 PM,17701.9,172,142,0.751304838
04_19_23,12:54 PM,17703.9,173,143,0.752875591
04_19_23,12:57 PM,17694.9,175,143,0.751303735
04_20_23,1:00 PM,17640,261,189,0.685656757
04_20_23,1:03 PM,17640,261,189,0.685656757
04_20_23,1:06 PM,17636.7,256,188,0.684750385
04_20_23,1:09 PM,17629,251,188,0.687250402
04_20_23,1:12 PM,17615.25,251,186,0.67411059
04_20_23,1:15 PM,17617.25,243,192,0.671780235
04_20_23,1:18 PM,17626.8,240,193,0.673310328
04_20_23,1:21 PM,17626.8,240,193,0.673310328
04_20_23,1:24 PM,17626.8,240,193,0.673310328
04_20_23,1:27 PM,17630.15,237,193,0.679394338
04_20_23,1:30 PM,17627,234,195,0.68710474
04_20_23,1:33 PM,17625,234,195,0.683685128
04_20_23,1:36 PM,17623,229,198,0.690447327
04_20_23,1:39 PM,17629.95,228,199,0.688669533
04_20_23,1:42 PM,17623.25,229,197,0.686610726
04_20_23,1:45 PM,17623.25,229,197,0.686610726
04_20_23,1:48 PM,17628,222,200,0.696609234
04_20_23,1:51 PM,17639.7,223,198,0.69812253
04_20_23,1:54 PM,17639.7,223,198,0.69812253
04_20_23,1:57 PM,17628.6,225,194,0.686434396
04_20_23,2:00 PM,17628.6,225,194,0.686434396
04_20_23,2:03 PM,17620.4,218,198,0.696737164
04_20_23,2:06 PM,17616.3,218,198,0.698561017
04_20_23,2:09 PM,17616.3,218,198,0.698561017
04_20_23,2:12 PM,17626.55,210,201,0.710222222
04_20_23,2:15 PM,17625,208,198,0.704435381
04_20_23,2:18 PM,17635.75,209,199,0.707121814
04_20_23,2:21 PM,17636.45,207,194,0.705612607
04_20_23,2:24 PM,17636.45,207,194,0.705612607
04_20_23,2:27 PM,17636.45,207,194,0.705612607
04_20_23,2:30 PM,17630,210,184,0.699659374
04_20_23,2:33 PM,17638,211,185,0.700422219
04_20_23,2:36 PM,17638,211,185,0.700422219
04_20_23,2:39 PM,17637.1,216,193,0.701109477
04_20_23,2:42 PM,17637.1,216,193,0.701109477
04_20_23,2:45 PM,17636,208,193,0.703764657
04_20_23,2:48 PM,17637.05,206,187,0.708627808
04_20_23,2:51 PM,17636.7,200,189,0.71736955
04_20_23,2:54 PM,17634.15,198,192,0.69813233
04_20_23,2:57 PM,17633.25,194,193,0.69951712
04_20_23,3:00 PM,17639.5,190,191,0.70249105
04_20_23,3:03 PM,17639.85,190,187,0.697378507
04_20_23,3:06 PM,17646.45,180,194,0.701027668
04_20_23,3:09 PM,17654.6,179,194,0.700524676
04_20_23,3:12 PM,17654.15,180,175,0.672381757
04_20_23,3:15 PM,17654.15,180,175,0.672381757
04_20_23,3:18 PM,17657.85,175,143,0.655293167
04_20_23,3:21 PM,17657.85,175,143,0.655293167
04_20_23,3:24 PM,17659.5,143,118,0.637525814
04_20_23,3:27 PM,17659.65,124,111,0.64691358
04_20_23,3:30 PM,17655,109,106,0.672286501
04_20_23,10:00 AM,17689,201,172,0.825631253
04_20_23,10:03 AM,17678.4,210,169,0.801777718
04_20_23,10:06 AM,17682.2,214,164,0.781185959
04_20_23,10:09 AM,17676,220,161,0.768599349
04_20_23,10:12 AM,17672,219,165,0.766127461
04_20_23,10:15 AM,17668.85,222,157,0.744499645
04_20_23,10:18 AM,17672.8,229,157,0.732105297
04_20_23,10:21 AM,17674.5,234,159,0.727628424
04_20_23,10:24 AM,17668.2,238,160,0.72260723
04_20_23,10:27 AM,17665.25,238,163,0.720560864
04_20_23,10:30 AM,17665.25,238,163,0.720560864
04_20_23,10:33 AM,17629.65,246,153,0.654784015
04_20_23,10:36 AM,17626.2,246,153,0.654784015
04_20_23,10:39 AM,17631.8,249,158,0.639510117
04_20_23,10:42 AM,17631.8,249,158,0.639510117
04_20_23,10:45 AM,17626.1,258,166,0.626222299
04_20_23,10:48 AM,17638.25,260,167,0.623851103
04_20_23,10:51 AM,17636.2,262,166,0.621647949
04_20_23,10:54 AM,17635.75,268,167,0.617400718
04_20_23,10:57 AM,17642.9,270,167,0.616304779
04_20_23,11:00 AM,17641,270,164,0.61502374
04_20_23,11:03 AM,17642.75,272,165,0.615102846
04_20_23,11:06 AM,17638.25,273,164,0.615384615
04_20_23,11:09 AM,17634.6,270,165,0.620850681
04_20_23,11:12 AM,17634,268,169,0.624711641
04_20_23,11:15 AM,17642.55,268,171,0.62302724
04_20_23,11:18 AM,17652.15,269,170,0.623784088
04_20_23,11:21 AM,17652.3,270,167,0.625458651
04_20_23,11:24 AM,17650.2,273,164,0.626579422
04_20_23,11:27 AM,17651.8,272,163,0.625021123
04_20_23,11:30 AM,17651.25,272,165,0.627506195
04_20_23,11:33 AM,17657.6,273,165,0.626516854
04_20_23,11:36 AM,17658,274,164,0.62935883
04_20_23,11:39 AM,17660.75,275,167,0.633064743
04_20_23,11:42 AM,17660.95,272,170,0.638350889
04_20_23,11:45 AM,17654.9,267,173,0.644415333
04_20_23,11:48 AM,17649.7,262,174,0.652387276
04_20_23,11:51 AM,17648.55,260,180,0.662173938
04_20_23,11:54 AM,17664,258,180,0.669529151
04_20_23,11:57 AM,17658,259,183,0.671744586
04_20_23,12:00 PM,17658,259,183,0.671744586
04_20_23,12:03 PM,17658,259,183,0.671744586
04_20_23,12:06 PM,17656,262,186,0.674615699
04_20_23,12:09 PM,17652.7,263,187,0.677491208
04_20_23,12:12 PM,17651.2,265,186,0.674283705
04_20_23,12:15 PM,17654.15,265,186,0.6766175
04_20_23,12:18 PM,17653,265,187,0.678415911
04_20_23,12:21 PM,17653,265,187,0.678415911
04_20_23,12:24 PM,17659,262,192,0.689026915
04_20_23,12:27 PM,17653.2,260,195,0.693616515
04_20_23,12:30 PM,17653.6,261,194,0.693842306
04_20_23,12:33 PM,17655.15,259,196,0.69874552
04_20_23,12:36 PM,17649.6,262,196,0.697502533
04_20_23,12:39 PM,17649.6,262,196,0.697502533
04_20_23,12:42 PM,17646,264,193,0.692170819
04_20_23,12:45 PM,17645.15,260,189,0.692665752
04_20_23,12:48 PM,17641.45,260,190,0.691757128
04_20_23,12:51 PM,17639.95,259,185,0.687124234
04_20_23,12:54 PM,17640.95,259,187,0.685982307
04_20_23,12:57 PM,17642.75,259,189,0.687066358
04_21_23,1:00 PM,17613.1,175,96,0.763655547
04_21_23,1:03 PM,17599.25,176,96,0.758693021
04_21_23,1:06 PM,17588.6,176,96,0.754435484
04_21_23,1:09 PM,17587.9,176,96,0.741715478
04_21_23,1:12 PM,17591.45,175,96,0.727805961
04_21_23,1:15 PM,17589,176,95,0.721525971
04_21_23,1:18 PM,17594,176,95,0.719767259
04_21_23,1:21 PM,17594,176,95,0.719767259
04_21_23,1:24 PM,17601.05,176,95,0.718691296
04_21_23,1:27 PM,17613.05,176,95,0.719956158
04_21_23,1:30 PM,17615,177,95,0.718860096
04_21_23,1:33 PM,17626.7,176,95,0.72083366
04_21_23,1:36 PM,17623.6,174,95,0.728617515
04_21_23,1:39 PM,17622.9,174,95,0.731860703
04_21_23,1:42 PM,17625.45,173,95,0.734461054
04_21_23,1:45 PM,17622.05,173,96,0.740843069
04_21_23,1:48 PM,17625.65,173,95,0.739883022
04_21_23,1:51 PM,17630.25,173,96,0.744505929
04_21_23,1:54 PM,17636.45,172,96,0.748468698
04_21_23,1:57 PM,17637.1,172,96,0.756386642
04_21_23,2:00 PM,17632,171,96,0.757488387
04_21_23,2:03 PM,17633,171,96,0.759357006
04_21_23,2:06 PM,17630,172,96,0.764729427
04_21_23,2:09 PM,17631.7,171,96,0.761037924
04_21_23,2:12 PM,17632,172,97,0.761450382
04_21_23,2:15 PM,17630,172,98,0.760683082
04_21_23,2:18 PM,17627.35,172,99,0.764892772
04_21_23,2:21 PM,17629.65,173,99,0.763707054
04_21_23,2:24 PM,17652,173,100,0.764635888
04_21_23,2:27 PM,17649.55,173,97,0.762124711
04_21_23,2:30 PM,17649.55,173,97,0.762124711
04_21_23,2:33 PM,17664.1,170,102,0.775712913
04_21_23,2:36 PM,17660.1,166,103,0.789346051
04_21_23,2:39 PM,17650.5,166,103,0.794655186
04_21_23,2:42 PM,17645,171,103,0.791319809
04_21_23,2:45 PM,17648.1,172,103,0.788606061
04_21_23,2:48 PM,17651.5,173,103,0.786071659
04_21_23,2:51 PM,17651.5,173,103,0.786071659
04_21_23,2:54 PM,17652,175,103,0.77695078
04_21_23,2:57 PM,17656.4,174,103,0.774315014
04_21_23,3:00 PM,17656.4,174,103,0.774315014
04_21_23,3:03 PM,17656.55,174,104,0.78115721
04_21_23,3:06 PM,17659,174,103,0.78029509
04_21_23,3:09 PM,17659,174,103,0.78029509
04_21_23,3:12 PM,17667,172,101,0.786799967
04_21_23,3:15 PM,17666.85,170,100,0.789667595
04_21_23,3:18 PM,17658.25,168,99,0.794587437
04_21_23,3:21 PM,17655.55,167,97,0.794740809
04_21_23,3:24 PM,17654.9,168,97,0.786556604
04_21_23,3:27 PM,17649.45,170,97,0.782160655
04_21_23,3:30 PM,17651,167,97,0.773720137
04_21_23,10:00 AM,17635.85,133,105,0.864705313
04_21_23,10:03 AM,17638,138,104,0.854679567
04_21_23,10:06 AM,17634,143,104,0.845578489
04_21_23,10:09 AM,17635.5,143,102,0.839777966
04_21_23,10:12 AM,17636,144,102,0.832244822
04_21_23,10:15 AM,17643.1,145,101,0.832110007
04_21_23,10:18 AM,17634.65,146,101,0.825131567
04_21_23,10:21 AM,17627.25,147,101,0.821713239
04_21_23,10:24 AM,17627.25,147,101,0.821713239
04_21_23,10:27 AM,17620.3,149,99,0.816146355
04_21_23,10:30 AM,17623.7,151,98,0.812070214
04_21_23,10:33 AM,17625.7,151,97,0.801962373
04_21_23,10:36 AM,17634.05,152,96,0.796364288
04_21_23,10:39 AM,17633,153,95,0.792195035
04_21_23,10:42 AM,17624.4,153,95,0.794211932
04_21_23,10:45 AM,17627.35,153,95,0.793981481
04_21_23,10:48 AM,17612,154,96,0.79528327
04_21_23,10:51 AM,17622.8,155,95,0.786859257
04_21_23,10:54 AM,17626.7,156,95,0.782578214
04_21_23,10:57 AM,17628.7,156,95,0.782886111
04_21_23,11:00 AM,17627,157,96,0.782044584
04_21_23,11:03 AM,17620.05,157,96,0.784659486
04_21_23,11:06 AM,17630,158,96,0.781485655
04_21_23,11:09 AM,17638,158,96,0.780730609
04_21_23,11:12 AM,17632.6,158,96,0.782352941
04_21_23,11:15 AM,17634.9,158,97,0.786258221
04_21_23,11:18 AM,17639.8,158,96,0.787550861
04_21_23,11:21 AM,17633.75,158,97,0.789418997
04_21_23,11:24 AM,17628.55,157,97,0.792013167
04_21_23,11:27 AM,17630.1,158,97,0.793641168
04_21_23,11:30 AM,17630.1,158,97,0.793641168
04_21_23,11:33 AM,17627.9,159,98,0.794288187
04_21_23,11:36 AM,17632.9,159,98,0.795957153
04_21_23,11:39 AM,17634,160,98,0.794221647
04_21_23,11:42 AM,17631.25,160,98,0.797117708
04_21_23,11:45 AM,17638.1,160,98,0.798549974
04_21_23,11:48 AM,17634.45,160,98,0.797965868
04_21_23,11:51 AM,17636.35,161,98,0.797198591
04_21_23,11:54 AM,17636.35,161,98,0.797198591
04_21_23,11:57 AM,17630.5,161,99,0.796331219
04_21_23,12:00 PM,17638.2,161,99,0.793492185
04_21_23,12:03 PM,17629.25,161,98,0.791446584
04_21_23,12:06 PM,17633,162,98,0.789361883
04_21_23,12:09 PM,17627,163,98,0.787489434
04_21_23,12:12 PM,17622,163,98,0.790465726
04_21_23,12:15 PM,17618,163,98,0.789509249
04_21_23,12:18 PM,17614.3,163,98,0.788589754
04_21_23,12:21 PM,17618.6,164,98,0.789017098
04_21_23,12:24 PM,17617.35,164,98,0.790349697
04_21_23,12:27 PM,17618.95,165,98,0.788887026
04_21_23,12:30 PM,17612.8,165,98,0.789064459
04_21_23,12:33 PM,17604.1,166,98,0.787805488
04_21_23,12:36 PM,17604.1,166,98,0.787805488
04_21_23,12:39 PM,17613.45,167,96,0.771038477
04_21_23,12:42 PM,17617.05,167,96,0.77078856
04_21_23,12:45 PM,17619.3,168,96,0.768430612
04_21_23,12:48 PM,17616,170,96,0.766065992
04_21_23,12:51 PM,17616,170,96,0.766065992
04_21_23,12:54 PM,17616,170,96,0.766065992
04_21_23,12:57 PM,17616,170,96,0.766065992
04_24_23,1:00 PM,17693.3,184,124,0.829154564
04_24_23,1:03 PM,17694,183,126,0.843942189
04_24_23,1:06 PM,17693,184,125,0.848391565
04_24_23,1:09 PM,17687.85,183,126,0.855260098
04_24_23,1:12 PM,17687.85,183,126,0.855260098
04_24_23,1:15 PM,17687.85,183,126,0.855260098
04_24_23,1:18 PM,17717.7,180,125,0.867808005
04_24_23,1:21 PM,17715.1,164,126,0.902585299
04_24_23,1:24 PM,17715.1,164,126,0.902585299
04_24_23,1:27 PM,17713.15,159,132,0.92234678
04_24_23,1:30 PM,17718.15,159,134,0.927638027
04_24_23,1:33 PM,17726.15,159,134,0.922737667
04_24_23,1:36 PM,17726.05,155,138,0.935107606
04_24_23,1:39 PM,17738.8,153,140,0.9457588
04_24_23,1:42 PM,17738.8,153,140,0.9457588
04_24_23,1:45 PM,17731.2,147,149,0.977656904
04_24_23,1:48 PM,17730.1,147,150,0.978508112
04_24_23,1:51 PM,17726.05,148,151,0.980613353
04_24_23,1:54 PM,17727.25,147,153,0.984686192
04_24_23,1:57 PM,17720,148,152,0.988973352
04_24_23,2:00 PM,17726.5,149,153,0.986952158
04_24_23,2:03 PM,17726.35,149,153,0.988795987
04_24_23,2:06 PM,17731.9,149,156,0.990219027
04_24_23,2:09 PM,17732,149,157,0.991550238
04_24_23,2:12 PM,17734,149,158,0.993046247
04_24_23,2:15 PM,17734,149,158,0.993046247
04_24_23,2:18 PM,17734.55,150,160,0.995068539
04_24_23,2:21 PM,17734.45,149,161,0.998492462
04_24_23,2:24 PM,17742.95,149,161,0.99949774
04_24_23,2:27 PM,17732.85,149,162,0.996996746
04_24_23,2:30 PM,17735.45,149,162,0.997168318
04_24_23,2:33 PM,17731.55,149,163,1.002670673
04_24_23,2:36 PM,17725.7,148,164,0.99841561
04_24_23,2:39 PM,17734.7,147,163,1.001508422
04_24_23,2:42 PM,17734.95,148,163,0.997571596
04_24_23,2:45 PM,17732,148,163,0.996487119
04_24_23,2:48 PM,17738.45,148,163,0.998743192
04_24_23,2:51 PM,17735,148,163,0.995894772
04_24_23,2:54 PM,17755.5,149,163,0.99522253
04_24_23,2:57 PM,17755.5,149,163,0.99522253
04_24_23,3:00 PM,17760.95,150,166,0.997557895
04_24_23,3:03 PM,17759.4,150,167,1.001261883
04_24_23,3:06 PM,17758.3,147,166,1.00295858
04_24_23,3:09 PM,17755.3,145,164,0.997466002
04_24_23,3:12 PM,17764,140,163,0.998304654
04_24_23,3:15 PM,17767.25,135,159,0.995892872
04_24_23,3:18 PM,17767.25,135,159,0.995892872
04_24_23,3:21 PM,17765.15,130,152,0.989641778
04_24_23,3:24 PM,17768.4,123,145,0.985894516
04_24_23,3:27 PM,17768.55,119,143,0.98944474
04_24_23,3:30 PM,17767.3,115,138,0.984075574
04_24_23,10:00 AM,17646.35,188,101,0.756567829
04_24_23,10:03 AM,17653.1,189,101,0.748626793
04_24_23,10:06 AM,17649.6,190,101,0.748634294
04_24_23,10:09 AM,17643.15,192,101,0.746923367
04_24_23,10:12 AM,17642.45,194,101,0.742614448
04_24_23,10:15 AM,17649.2,196,102,0.738048999
04_24_23,10:18 AM,17647,196,103,0.736748064
04_24_23,10:21 AM,17649.45,198,102,0.735795876
04_24_23,10:24 AM,17652,198,104,0.735402809
04_24_23,10:27 AM,17649.45,199,104,0.735526219
04_24_23,10:30 AM,17648.35,200,104,0.735467255
04_24_23,10:33 AM,17649.3,200,105,0.736242745
04_24_23,10:36 AM,17653.55,201,106,0.737088858
04_24_23,10:39 AM,17660.2,201,106,0.738659643
04_24_23,10:42 AM,17663,200,106,0.738884813
04_24_23,10:45 AM,17658.5,202,106,0.740594638
04_24_23,10:48 AM,17658.1,203,106,0.74074344
04_24_23,10:51 AM,17659,203,107,0.743733605
04_24_23,10:54 AM,17659,203,107,0.743733605
04_24_23,10:57 AM,17659,203,107,0.743733605
04_24_23,11:00 AM,17660.15,203,109,0.75014573
04_24_23,11:03 AM,17663.15,204,110,0.751983116
04_24_23,11:06 AM,17663.95,204,110,0.751928395
04_24_23,11:09 AM,17658.7,204,111,0.751290065
04_24_23,11:12 AM,17659.3,205,111,0.750671409
04_24_23,11:15 AM,17661.25,205,111,0.751305483
04_24_23,11:18 AM,17671.1,205,111,0.751250997
04_24_23,11:21 AM,17671.1,205,111,0.751250997
04_24_23,11:24 AM,17661.3,206,112,0.754016137
04_24_23,11:27 AM,17664.35,207,112,0.753424658
04_24_23,11:30 AM,17659.5,207,112,0.751592818
04_24_23,11:33 AM,17651.05,207,112,0.751121725
04_24_23,11:36 AM,17651.05,207,112,0.751121725
04_24_23,11:39 AM,17650.7,207,114,0.752434538
04_24_23,11:42 AM,17649.2,208,115,0.753801802
04_24_23,11:45 AM,17640.8,208,114,0.750593824
04_24_23,11:48 AM,17644.95,209,115,0.750934445
04_24_23,11:51 AM,17642.15,209,116,0.749533381
04_24_23,11:54 AM,17641.95,211,115,0.744755495
04_24_23,11:57 AM,17641.95,211,115,0.744755495
04_24_23,12:00 PM,17647.65,212,116,0.742822454
04_24_23,12:03 PM,17650,212,116,0.741935484
04_24_23,12:06 PM,17649.5,213,116,0.739260313
04_24_23,12:09 PM,17649.5,213,116,0.739260313
04_24_23,12:12 PM,17655.05,212,115,0.737915837
04_24_23,12:15 PM,17656.55,213,115,0.736883209
04_24_23,12:18 PM,17658.55,212,114,0.738938368
04_24_23,12:21 PM,17654.25,211,115,0.742663335
04_24_23,12:24 PM,17662,211,114,0.742632332
04_24_23,12:27 PM,17666,210,115,0.745168218
04_24_23,12:30 PM,17666,210,116,0.746993127
04_24_23,12:33 PM,17670,210,116,0.749982065
04_24_23,12:36 PM,17676,209,117,0.754006468
04_24_23,12:39 PM,17670.65,206,117,0.766557615
04_24_23,12:42 PM,17670.65,206,117,0.766557615
04_24_23,12:45 PM,17673,202,119,0.775031083
04_24_23,12:48 PM,17685,202,120,0.778680723
04_24_23,12:51 PM,17685.85,200,121,0.789127705
04_24_23,12:54 PM,17687.3,198,121,0.79754738
04_24_23,12:57 PM,17698.75,197,123,0.805607337
04_25_23,1:00 PM,17782.3,118,156,1.017216149
04_25_23,1:03 PM,17777.05,120,155,1.012625612
04_25_23,1:06 PM,17779.95,121,157,1.009328997
04_25_23,1:09 PM,17771.85,121,157,1.012531113
04_25_23,1:12 PM,17779.25,121,158,1.008637646
04_25_23,1:15 PM,17784,121,157,1.00864578
04_25_23,1:18 PM,17789,119,158,1.013888889
04_25_23,1:21 PM,17787.65,119,158,1.015455951
04_25_23,1:24 PM,17785.1,120,158,1.012341447
04_25_23,1:27 PM,17784.85,120,158,1.013041613
04_25_23,1:30 PM,17781.75,120,158,1.01233616
04_25_23,1:33 PM,17783.45,120,159,1.015424165
04_25_23,1:36 PM,17784.4,120,159,1.016453852
04_25_23,1:39 PM,17794,120,158,1.017065432
04_25_23,1:42 PM,17797,120,159,1.016523973
04_25_23,1:45 PM,17793.55,120,159,1.019016618
04_25_23,1:48 PM,17796.35,120,160,1.024543036
04_25_23,1:51 PM,17791.4,121,160,1.023440842
04_25_23,1:54 PM,17762.45,121,161,1.02792576
04_25_23,1:57 PM,17765.2,117,151,1.014716127
04_25_23,2:00 PM,17767,118,148,1.005383814
04_25_23,2:03 PM,17772.35,119,149,1.006342862
04_25_23,2:06 PM,17782.05,116,154,1.01692697
04_25_23,2:09 PM,17782.95,116,153,1.02139225
04_25_23,2:12 PM,17794.3,116,153,1.023247653
04_25_23,2:15 PM,17800,113,154,1.031189427
04_25_23,2:18 PM,17805.15,111,153,1.038560411
04_25_23,2:21 PM,17812,109,153,1.053069626
04_25_23,2:24 PM,17820.5,106,154,1.071299802
04_25_23,2:27 PM,17814,105,154,1.086972278
04_25_23,2:30 PM,17813.85,106,154,1.091147482
04_25_23,2:33 PM,17814.65,106,155,1.093396141
04_25_23,2:36 PM,17804,106,157,1.098176209
04_25_23,2:39 PM,17807.1,110,157,1.093135032
04_25_23,2:42 PM,17811.4,110,157,1.090727817
04_25_23,2:45 PM,17809.9,110,155,1.089913075
04_25_23,2:48 PM,17809.4,111,155,1.088243255
04_25_23,2:51 PM,17795.85,113,155,1.086698444
04_25_23,2:54 PM,17799.15,112,154,1.086245823
04_25_23,2:57 PM,17799.55,112,154,1.086175781
04_25_23,3:00 PM,17795.15,112,154,1.085832658
04_25_23,3:03 PM,17787,111,153,1.084399207
04_25_23,3:06 PM,17790,111,153,1.080975698
04_25_23,3:09 PM,17789.05,111,152,1.075473408
04_25_23,3:12 PM,17784.8,112,152,1.065309815
04_25_23,3:15 PM,17787.7,112,148,1.059869376
04_25_23,3:18 PM,17783.5,112,147,1.057506824
04_25_23,3:21 PM,17777.1,112,146,1.054580362
04_25_23,3:24 PM,17779,113,142,1.046253893
04_25_23,3:27 PM,17775.35,110,140,1.047605944
04_25_23,3:30 PM,17776,111,137,1.032290431
04_25_23,10:00 AM,17754.55,118,149,0.978797058
04_25_23,10:03 AM,17754.55,118,149,0.978797058
04_25_23,10:06 AM,17757.05,120,149,0.969741253
04_25_23,10:09 AM,17750.25,120,149,0.968937704
04_25_23,10:12 AM,17756.35,120,150,0.970419275
04_25_23,10:15 AM,17762.8,120,150,0.972467622
04_25_23,10:18 AM,17762.8,120,150,0.972467622
04_25_23,10:21 AM,17770.15,116,150,0.982598909
04_25_23,10:24 AM,17770.2,116,149,0.97951953
04_25_23,10:27 AM,17774.9,114,151,0.991394298
04_25_23,10:30 AM,17774,114,152,0.992343832
04_25_23,10:33 AM,17774.75,115,153,0.994869119
04_25_23,10:36 AM,17777.2,112,153,0.991006572
04_25_23,10:39 AM,17772.65,109,153,0.998610267
04_25_23,10:42 AM,17780.5,109,154,0.994299534
04_25_23,10:45 AM,17785,107,154,1.000694264
04_25_23,10:48 AM,17782,107,154,1.001472371
04_25_23,10:51 AM,17787.4,107,153,1.001384323
04_25_23,10:54 AM,17783,110,154,1.001382289
04_25_23,10:57 AM,17784.4,111,154,1.001381931
04_25_23,11:00 AM,17776.7,113,154,1.000258376
04_25_23,11:03 AM,17773.5,115,155,1.004749568
04_25_23,11:06 AM,17775.05,116,156,1.00077293
04_25_23,11:09 AM,17785,116,157,1.001630202
04_25_23,11:12 AM,17793.55,117,157,0.999315479
04_25_23,11:15 AM,17793.85,114,157,1.011228191
04_25_23,11:18 AM,17798,114,158,1.014423907
04_25_23,11:21 AM,17796.05,115,158,1.018070206
04_25_23,11:24 AM,17803.4,116,159,1.018550475
04_25_23,11:27 AM,17799.85,116,160,1.02576963
04_25_23,11:30 AM,17800,119,160,1.030924283
04_25_23,11:33 AM,17796.95,119,161,1.033092037
04_25_23,11:36 AM,17796.95,119,161,1.033092037
04_25_23,11:39 AM,17801.7,117,160,1.043935053
04_25_23,11:42 AM,17797.85,117,160,1.045119306
04_25_23,11:45 AM,17797.85,117,160,1.047474133
04_25_23,11:48 AM,17797.3,118,160,1.04561221
04_25_23,11:51 AM,17795,118,160,1.045797554
04_25_23,11:54 AM,17792,119,159,1.040833982
04_25_23,11:57 AM,17792,119,159,1.038208852
04_25_23,12:00 PM,17795,119,160,1.039951574
04_25_23,12:03 PM,17793.85,120,159,1.038408424
04_25_23,12:06 PM,17794.4,120,160,1.041659479
04_25_23,12:09 PM,17792.8,119,160,1.043714903
04_25_23,12:12 PM,17785.45,120,161,1.044112569
04_25_23,12:15 PM,17785.9,119,161,1.048858804
04_25_23,12:18 PM,17785.9,119,161,1.048858804
04_25_23,12:21 PM,17785.8,119,162,1.056842836
04_25_23,12:24 PM,17781.9,119,162,1.058302967
04_25_23,12:27 PM,17784,119,162,1.054882271
04_25_23,12:30 PM,17782.05,119,162,1.052882119
04_25_23,12:33 PM,17776.25,119,162,1.051779375
04_25_23,12:36 PM,17769.45,118,160,1.051170481
04_25_23,12:39 PM,17770.3,118,160,1.047308462
04_25_23,12:42 PM,17765.9,119,158,1.039406302
04_25_23,12:45 PM,17762.55,119,158,1.034635417
04_25_23,12:48 PM,17766.4,119,157,1.026204272
04_25_23,12:51 PM,17776.25,118,158,1.023115405
04_25_23,12:54 PM,17776.25,118,158,1.023115405
04_25_23,12:57 PM,17773.8,119,156,1.020559779
04_26_23,1:00 PM,17792.8,133,205,1.218053069
04_26_23,1:03 PM,17787.55,134,205,1.214935065
04_26_23,1:06 PM,17787.55,134,205,1.214935065
04_26_23,1:09 PM,17789.8,137,204,1.194650937
04_26_23,1:12 PM,17788.25,139,205,1.1862501
04_26_23,1:15 PM,17786,139,203,1.1800305
04_26_23,1:18 PM,17785.85,142,202,1.174496644
04_26_23,1:21 PM,17787.05,141,202,1.167650814
04_26_23,1:24 PM,17772.95,139,200,1.1645236
04_26_23,1:27 PM,17772.95,139,200,1.1645236
04_26_23,1:30 PM,17786.1,136,198,1.144283337
04_26_23,1:33 PM,17794.65,135,197,1.149171711
04_26_23,1:36 PM,17786.3,137,198,1.144934446
04_26_23,1:39 PM,17781.45,136,199,1.145743835
04_26_23,1:42 PM,17786.6,136,198,1.140633685
04_26_23,1:45 PM,17782.3,136,197,1.137050589
04_26_23,1:48 PM,17782.3,136,197,1.137050589
04_26_23,1:51 PM,17794.95,137,197,1.135459752
04_26_23,1:54 PM,17794.95,137,197,1.135459752
04_26_23,1:57 PM,17793.2,138,198,1.135506958
04_26_23,2:00 PM,17794.35,138,200,1.141287034
04_26_23,2:03 PM,17795.75,139,199,1.137038507
04_26_23,2:06 PM,17796.6,140,202,1.138785232
04_26_23,2:09 PM,17795.5,140,203,1.138653129
04_26_23,2:12 PM,17796.8,138,203,1.144302789
04_26_23,2:15 PM,17799.75,138,205,1.147424653
