date,sentiment_mean,positive_count,negative_count,article_count,source
2019-03-23,-0.03812213513636363,21,23,44,historic_data_news_sentiment
2019-03-24,-0.09780660449019608,22,29,51,historic_data_news_sentiment
2019-03-25,-0.1759136343537415,60,87,147,historic_data_news_sentiment
2019-03-26,0.09556645250793651,70,56,126,historic_data_news_sentiment
2019-03-27,0.0015518794054054082,55,56,111,historic_data_news_sentiment
2019-03-28,-0.17429551392537315,55,79,134,historic_data_news_sentiment
2019-03-29,-0.13282878066906476,60,79,139,historic_data_news_sentiment
2019-03-30,0.004575283403846151,27,25,52,historic_data_news_sentiment
2019-03-31,-0.17052999073469388,20,29,49,historic_data_news_sentiment
2019-04-01,0.09931170642574257,55,46,101,historic_data_news_sentiment
2019-04-02,-0.011161829908496736,77,76,153,historic_data_news_sentiment
2019-04-03,0.04698367061971831,75,67,142,historic_data_news_sentiment
2019-04-04,-0.1734501250909091,77,110,187,historic_data_news_sentiment
2019-04-05,-0.03671545936423841,74,77,151,historic_data_news_sentiment
2019-04-06,0.20865604982978725,29,18,47,historic_data_news_sentiment
2019-04-07,0.13202722691525423,34,25,59,historic_data_news_sentiment
2019-04-08,-0.048595063179487176,74,82,156,historic_data_news_sentiment
2019-04-09,-0.08350781246666666,62,73,135,historic_data_news_sentiment
2019-04-10,-0.10684782028571428,56,70,126,historic_data_news_sentiment
2019-04-11,-0.0202791819137931,59,57,116,historic_data_news_sentiment
2019-04-12,-0.17337133185507247,58,80,138,historic_data_news_sentiment
2019-04-13,0.05202123620967741,32,30,62,historic_data_news_sentiment
2019-04-14,0.2742792822711864,38,21,59,historic_data_news_sentiment
2019-04-15,-0.08979899773484848,60,72,132,historic_data_news_sentiment
2019-04-16,0.04102479779674797,64,59,123,historic_data_news_sentiment
2019-04-17,-0.17953684717821783,42,59,101,historic_data_news_sentiment
2019-04-18,-0.08936972474226804,43,54,97,historic_data_news_sentiment
2019-04-19,-0.07481930803846154,37,41,78,historic_data_news_sentiment
2019-04-20,0.2680949585882353,22,12,34,historic_data_news_sentiment
2019-04-21,0.12256460119230769,30,22,52,historic_data_news_sentiment
2019-04-22,-0.2599410269327731,44,75,119,historic_data_news_sentiment
2019-04-23,-0.20337521547058823,54,82,136,historic_data_news_sentiment
2019-04-24,0.004869156837037036,68,67,135,historic_data_news_sentiment
2019-04-25,-0.09933954999999998,51,63,114,historic_data_news_sentiment
2019-04-26,-0.08139702225471697,50,56,106,historic_data_news_sentiment
2019-04-27,-0.1458739273703704,23,31,54,historic_data_news_sentiment
2019-04-28,0.03272440254347826,25,21,46,historic_data_news_sentiment
2019-04-29,-0.09409320238679245,48,58,106,historic_data_news_sentiment
2019-04-30,-0.25320221314503816,48,83,131,historic_data_news_sentiment
2019-05-01,-0.18934351273333333,36,54,90,historic_data_news_sentiment
2019-05-02,-0.1785123753119266,45,64,109,historic_data_news_sentiment
2019-05-03,-0.1259517560194175,46,57,103,historic_data_news_sentiment
2019-05-04,0.017189575611111108,28,26,54,historic_data_news_sentiment
2019-05-05,-0.113601054,23,27,50,historic_data_news_sentiment
2019-05-06,-0.130501253425,52,68,120,historic_data_news_sentiment
2019-05-07,-0.20427475807272727,65,100,165,historic_data_news_sentiment
2019-05-08,-0.3079324807575758,45,87,132,historic_data_news_sentiment
2019-05-09,-0.3471918616344828,47,98,145,historic_data_news_sentiment
2019-05-10,-0.2961309981186441,42,76,118,historic_data_news_sentiment
2019-05-11,-0.24222660062222223,17,28,45,historic_data_news_sentiment
2019-05-12,-0.21499007509090912,22,33,55,historic_data_news_sentiment
2019-05-13,-0.12215070792617448,67,82,149,historic_data_news_sentiment
2019-05-14,-0.20908936557142857,59,88,147,historic_data_news_sentiment
2019-05-15,-0.05154462540677966,56,62,118,historic_data_news_sentiment
2019-05-16,-0.2584889804166667,43,77,120,historic_data_news_sentiment
2019-05-17,-0.14770631027480915,56,75,131,historic_data_news_sentiment
2019-05-18,-0.177024505,18,24,42,historic_data_news_sentiment
2019-05-19,-0.188419174359375,26,38,64,historic_data_news_sentiment
2019-05-20,-0.21359721268243245,56,92,148,historic_data_news_sentiment
2019-05-21,-0.15873210140875912,57,80,137,historic_data_news_sentiment
2019-05-22,-0.13358145098399998,54,71,125,historic_data_news_sentiment
2019-05-23,0.10743683188586957,103,81,184,historic_data_news_sentiment
2019-05-24,0.12535787573885349,90,67,157,historic_data_news_sentiment
2019-05-25,0.06718471093220339,31,28,59,historic_data_news_sentiment
2019-05-26,0.07273767805660378,29,24,53,historic_data_news_sentiment
2019-05-27,0.01124393162601626,63,60,123,historic_data_news_sentiment
2019-05-28,-0.006786507753333331,75,75,150,historic_data_news_sentiment
2019-05-29,-0.05480232599342106,73,79,152,historic_data_news_sentiment
2019-05-30,-0.10326822770212765,63,78,141,historic_data_news_sentiment
2019-05-31,-0.017609083485294115,67,69,136,historic_data_news_sentiment
2019-06-01,-0.15736721405555554,23,31,54,historic_data_news_sentiment
2019-06-02,-0.25757876998387097,23,39,62,historic_data_news_sentiment
2019-06-03,-0.01207869235672515,83,88,171,historic_data_news_sentiment
2019-06-04,-0.1510597139221557,71,96,167,historic_data_news_sentiment
2019-06-05,-0.09851930025806453,42,51,93,historic_data_news_sentiment
2019-06-06,-0.25469656742134833,66,112,178,historic_data_news_sentiment
2019-06-07,-0.16513651064166665,50,70,120,historic_data_news_sentiment
2019-06-08,-0.005735399821917805,36,37,73,historic_data_news_sentiment
2019-06-09,-0.006473961791666667,35,37,72,historic_data_news_sentiment
2019-06-10,-0.06550113406493506,36,41,77,historic_data_news_sentiment
2019-06-11,-0.16010723692929293,41,58,99,historic_data_news_sentiment
2019-06-12,-0.12639558008620688,51,65,116,historic_data_news_sentiment
2019-06-13,-0.10260651137362638,82,100,182,historic_data_news_sentiment
2019-06-14,-0.15189165444841268,107,145,252,historic_data_news_sentiment
2019-06-15,0.10589534291489362,26,21,47,historic_data_news_sentiment
2019-06-16,-0.05248586005555556,17,19,36,historic_data_news_sentiment
2019-06-17,-0.0970513192173913,43,49,92,historic_data_news_sentiment
2019-06-18,-0.054337682701492536,95,106,201,historic_data_news_sentiment
2019-06-19,-0.17843983661568627,104,151,255,historic_data_news_sentiment
2019-06-20,-0.23379492207563027,44,75,119,historic_data_news_sentiment
2019-06-21,-0.1288961427815126,51,68,119,historic_data_news_sentiment
2019-06-22,0.011072442798319326,61,58,119,historic_data_news_sentiment
2019-06-23,-0.22005286409090907,34,54,88,historic_data_news_sentiment
2019-06-24,-0.325289334770428,86,171,257,historic_data_news_sentiment
2019-06-25,-0.1267864937923077,57,73,130,historic_data_news_sentiment
2019-06-26,-0.12937573635828878,81,106,187,historic_data_news_sentiment
2019-06-27,0.00299451061392405,80,78,158,historic_data_news_sentiment
2019-06-28,-0.072098900154321,76,86,162,historic_data_news_sentiment
2019-06-29,-0.0843847934375,43,53,96,historic_data_news_sentiment
2019-06-30,-0.06756328850000001,12,14,26,historic_data_news_sentiment
2019-07-01,-0.24042804721495328,41,66,107,historic_data_news_sentiment
2019-07-02,-0.15900942680555555,63,81,144,historic_data_news_sentiment
2019-07-03,-0.17073194484343435,82,116,198,historic_data_news_sentiment
2019-07-04,-0.016209651468164794,132,135,267,historic_data_news_sentiment
2019-07-05,-0.046626477021352315,136,145,281,historic_data_news_sentiment
2019-07-06,0.1924720348318584,69,44,113,historic_data_news_sentiment
2019-07-07,-0.17646756769230768,21,31,52,historic_data_news_sentiment
2019-07-08,0.04292600162732919,85,76,161,historic_data_news_sentiment
2019-07-09,-0.051363125710059174,80,89,169,historic_data_news_sentiment
2019-07-10,-0.16381248586986302,60,86,146,historic_data_news_sentiment
2019-07-11,-0.07662379136231884,64,74,138,historic_data_news_sentiment
2019-07-12,-0.23357334187134504,63,108,171,historic_data_news_sentiment
2019-07-13,-0.23822113185964913,21,36,57,historic_data_news_sentiment
2019-07-14,0.385941344475,28,12,40,historic_data_news_sentiment
2019-07-15,-0.05880666137931035,54,62,116,historic_data_news_sentiment
2019-07-16,-0.20983188774657535,56,90,146,historic_data_news_sentiment
2019-07-17,-0.13974482078985506,60,78,138,historic_data_news_sentiment
2019-07-18,-0.06269254754430381,74,84,158,historic_data_news_sentiment
2019-07-19,-0.16956019448507464,55,79,134,historic_data_news_sentiment
2019-07-20,0.04063975300000001,31,28,59,historic_data_news_sentiment
2019-07-21,0.11442962357142857,28,21,49,historic_data_news_sentiment
2019-07-22,-0.20391607208496731,60,93,153,historic_data_news_sentiment
2019-07-23,-0.09568044432061068,60,71,131,historic_data_news_sentiment
2019-07-24,-0.21452288172340425,56,85,141,historic_data_news_sentiment
2019-07-25,-0.06871213487142858,66,74,140,historic_data_news_sentiment
2019-07-26,-0.15081195554615387,56,74,130,historic_data_news_sentiment
2019-07-27,-0.3725685759298246,18,39,57,historic_data_news_sentiment
2019-07-28,0.032249807178571434,29,27,56,historic_data_news_sentiment
2019-07-29,-0.3202073031020408,47,100,147,historic_data_news_sentiment
2019-07-30,-0.19224336188135593,23,36,59,historic_data_news_sentiment
2019-07-31,-0.26152813435714284,46,80,126,historic_data_news_sentiment
2019-08-01,-0.13050829457894736,77,94,171,historic_data_news_sentiment
2019-08-02,-0.3110925513555556,91,179,270,historic_data_news_sentiment
2019-08-03,-0.1439342135904762,45,60,105,historic_data_news_sentiment
2019-08-04,-0.26569482042857145,10,18,28,historic_data_news_sentiment
2019-08-05,-0.12704690693636364,48,62,110,historic_data_news_sentiment
2019-08-06,-0.17677221418518518,45,63,108,historic_data_news_sentiment
2019-08-07,-0.15853103444117647,101,137,238,historic_data_news_sentiment
2019-08-08,-0.1250001498098859,114,149,263,historic_data_news_sentiment
2019-08-09,0.07079914127722772,54,47,101,historic_data_news_sentiment
2019-08-10,-0.049676419942857146,16,19,35,historic_data_news_sentiment
2019-08-11,0.09929908311904762,24,18,42,historic_data_news_sentiment
2019-08-12,-0.08623347569832403,81,98,179,historic_data_news_sentiment
2019-08-13,-0.15755903043495936,104,142,246,historic_data_news_sentiment
2019-08-14,-0.17153480625641027,49,68,117,historic_data_news_sentiment
2019-08-15,0.09502173132098767,45,36,81,historic_data_news_sentiment
2019-08-16,-0.33077989934562213,71,146,217,historic_data_news_sentiment
2019-08-17,-0.07272275967619048,48,57,105,historic_data_news_sentiment
2019-08-18,-0.040875284656250004,47,49,96,historic_data_news_sentiment
2019-08-19,-0.17452544527692307,27,38,65,historic_data_news_sentiment
2019-08-20,-0.16524236156435645,42,59,101,historic_data_news_sentiment
2019-08-21,-0.21673715760144927,54,84,138,historic_data_news_sentiment
2019-08-22,-0.1545729752311321,90,122,212,historic_data_news_sentiment
2019-08-23,-0.08608334995918367,134,160,294,historic_data_news_sentiment
2019-08-24,0.26046811187096774,20,11,31,historic_data_news_sentiment
2019-08-25,-0.12042626683636364,24,31,55,historic_data_news_sentiment
2019-08-26,0.0012907507733333353,113,112,225,historic_data_news_sentiment
2019-08-27,-0.06854783668503937,120,134,254,historic_data_news_sentiment
2019-08-28,-0.12516073498765432,72,90,162,historic_data_news_sentiment
2019-08-29,-0.15028840074193547,65,90,155,historic_data_news_sentiment
2019-08-30,-0.26418005221693125,70,119,189,historic_data_news_sentiment
2019-08-31,-0.1880287009275362,27,42,69,historic_data_news_sentiment
2019-09-01,-0.09184377785,27,33,60,historic_data_news_sentiment
2019-09-02,-0.2654786511555556,49,86,135,historic_data_news_sentiment
2019-09-03,-0.389164068557047,44,105,149,historic_data_news_sentiment
2019-09-04,-0.08809802366473989,80,93,173,historic_data_news_sentiment
2019-09-05,-0.1927828497529412,68,102,170,historic_data_news_sentiment
2019-09-06,-0.09907808994354837,55,69,124,historic_data_news_sentiment
2019-09-07,0.025602747625000002,33,31,64,historic_data_news_sentiment
2019-09-08,-0.2746274798627451,17,34,51,historic_data_news_sentiment
2019-09-09,-0.02309087104255319,68,73,141,historic_data_news_sentiment
2019-09-10,-0.26702309285430464,53,98,151,historic_data_news_sentiment
2019-09-11,-0.12692939098026315,66,86,152,historic_data_news_sentiment
2019-09-12,-0.10932459894047619,74,94,168,historic_data_news_sentiment
2019-09-13,-0.009319580075000002,60,60,120,historic_data_news_sentiment
2019-09-14,-0.00015689602777777442,37,35,72,historic_data_news_sentiment
2019-09-15,-0.0016162347419354892,30,32,62,historic_data_news_sentiment
2019-09-16,-0.22243002438829787,71,117,188,historic_data_news_sentiment
2019-09-17,-0.09954284111688312,68,86,154,historic_data_news_sentiment
2019-09-18,-0.05167141632520325,58,65,123,historic_data_news_sentiment
2019-09-19,-0.1128443990909091,80,96,176,historic_data_news_sentiment
2019-09-20,0.06910235672413792,141,120,261,historic_data_news_sentiment
2019-09-21,-0.2919016460967742,32,61,93,historic_data_news_sentiment
2019-09-22,-0.09302298481012658,37,42,79,historic_data_news_sentiment
2019-09-23,-0.07003990933035716,53,59,112,historic_data_news_sentiment
2019-09-24,-0.12473278813548386,66,89,155,historic_data_news_sentiment
2019-09-25,0.04311743086451613,81,74,155,historic_data_news_sentiment
2019-09-26,-0.003132814981366455,81,80,161,historic_data_news_sentiment
2019-09-27,-0.09301514005517242,65,80,145,historic_data_news_sentiment
2019-09-28,-0.32002950455357143,18,38,56,historic_data_news_sentiment
2019-09-29,-0.021288880088607597,39,40,79,historic_data_news_sentiment
2019-09-30,-0.18208783761271677,70,103,173,historic_data_news_sentiment
2019-10-01,-0.15810398136774192,66,89,155,historic_data_news_sentiment
2019-10-02,-0.054264080835616436,35,38,73,historic_data_news_sentiment
2019-10-03,-0.09836395688484847,74,91,165,historic_data_news_sentiment
2019-10-04,-0.18611990338728326,70,103,173,historic_data_news_sentiment
2019-10-05,0.060015222709677414,33,29,62,historic_data_news_sentiment
2019-10-06,-0.18442451948076924,21,31,52,historic_data_news_sentiment
2019-10-07,-0.068621365096,59,66,125,historic_data_news_sentiment
2019-10-08,-0.3184839486666666,22,44,66,historic_data_news_sentiment
2019-10-09,-0.11869656803267975,67,86,153,historic_data_news_sentiment
2019-10-10,-0.16446836832947978,72,101,173,historic_data_news_sentiment
2019-10-11,-0.13812772019402986,59,75,134,historic_data_news_sentiment
2019-10-12,0.029764497519230767,27,25,52,historic_data_news_sentiment
2019-10-13,-0.07895815869999999,28,32,60,historic_data_news_sentiment
2019-10-14,-0.12648044944029851,59,75,134,historic_data_news_sentiment
2019-10-15,-0.02873053578612717,84,89,173,historic_data_news_sentiment
2019-10-16,0.030249233088757398,86,83,169,historic_data_news_sentiment
2019-10-17,-0.021068818571428574,86,89,175,historic_data_news_sentiment
2019-10-18,-0.2403941549285714,59,95,154,historic_data_news_sentiment
2019-10-19,0.1539686302295082,36,25,61,historic_data_news_sentiment
2019-10-20,0.20447895955172415,36,22,58,historic_data_news_sentiment
2019-10-21,-0.14028635863114755,52,70,122,historic_data_news_sentiment
2019-10-22,0.0738861041942446,77,62,139,historic_data_news_sentiment
2019-10-23,-0.05701265101724137,54,62,116,historic_data_news_sentiment
2019-10-24,-0.08632669345,55,65,120,historic_data_news_sentiment
2019-10-25,-0.162952412390625,52,76,128,historic_data_news_sentiment
2019-10-26,0.08085174141304349,25,21,46,historic_data_news_sentiment
2019-10-27,0.27968255810416665,31,17,48,historic_data_news_sentiment
2019-10-28,-0.06571661750943397,24,29,53,historic_data_news_sentiment
2019-10-29,0.011551907000000002,79,76,155,historic_data_news_sentiment
2019-10-30,-0.06259173902222223,65,70,135,historic_data_news_sentiment
2019-10-31,-0.14182660543124997,68,92,160,historic_data_news_sentiment
2019-11-01,-0.12777926846511628,57,72,129,historic_data_news_sentiment
2019-11-02,0.04176395266129032,33,29,62,historic_data_news_sentiment
2019-11-03,0.46753078694915257,44,15,59,historic_data_news_sentiment
2019-11-04,-0.026070123682758618,71,74,145,historic_data_news_sentiment
2019-11-05,-0.046799092295999996,59,66,125,historic_data_news_sentiment
2019-11-06,-0.0002190196099290808,72,69,141,historic_data_news_sentiment
2019-11-07,0.017706996808823525,69,67,136,historic_data_news_sentiment
2019-11-08,-0.21707416906435645,78,124,202,historic_data_news_sentiment
2019-11-09,0.054979222394736856,20,18,38,historic_data_news_sentiment
2019-11-10,-0.15030210614,21,29,50,historic_data_news_sentiment
2019-11-11,0.008981206223776222,74,69,143,historic_data_news_sentiment
2019-11-12,-0.06946619976785715,52,60,112,historic_data_news_sentiment
2019-11-13,-0.30168685385123967,41,80,121,historic_data_news_sentiment
2019-11-14,-0.15835276887116564,67,96,163,historic_data_news_sentiment
2019-11-15,-0.018103656760000003,50,50,100,historic_data_news_sentiment
2019-11-16,-0.1650253838490566,22,31,53,historic_data_news_sentiment
2019-11-17,0.01394586584782609,23,23,46,historic_data_news_sentiment
2019-11-18,-0.08813605634437087,70,81,151,historic_data_news_sentiment
2019-11-19,-0.049682840605042015,58,61,119,historic_data_news_sentiment
2019-11-20,-0.1867896188120301,54,79,133,historic_data_news_sentiment
2019-11-21,-0.1577838140076336,55,76,131,historic_data_news_sentiment
2019-11-22,-0.09499125190225563,60,73,133,historic_data_news_sentiment
2019-11-23,0.16229627448979592,29,20,49,historic_data_news_sentiment
2019-11-24,-0.13765308021621622,16,21,37,historic_data_news_sentiment
2019-11-25,0.04908769399224806,69,60,129,historic_data_news_sentiment
2019-11-26,0.11493804047368421,76,57,133,historic_data_news_sentiment
2019-11-27,0.08584920167586207,79,66,145,historic_data_news_sentiment
2019-11-28,-0.12028121204137932,64,81,145,historic_data_news_sentiment
2019-11-29,-0.32978832483552634,51,101,152,historic_data_news_sentiment
2019-11-30,-0.005710206984374997,32,32,64,historic_data_news_sentiment
2019-12-01,0.015988776203389825,30,29,59,historic_data_news_sentiment
2019-12-02,-0.10158611016853933,39,50,89,historic_data_news_sentiment
2019-12-03,-0.07906204070860927,69,82,151,historic_data_news_sentiment
2019-12-04,-0.03289979828358209,64,70,134,historic_data_news_sentiment
2019-12-05,-0.17105604739705882,84,120,204,historic_data_news_sentiment
2019-12-06,-0.23429140533571427,52,88,140,historic_data_news_sentiment
2019-12-07,-0.046246315016666664,29,31,60,historic_data_news_sentiment
2019-12-08,-0.013650966981481485,27,27,54,historic_data_news_sentiment
2019-12-09,-0.19853687743076923,52,78,130,historic_data_news_sentiment
2019-12-10,-0.13416507823225807,67,88,155,historic_data_news_sentiment
2019-12-11,0.024385930716216215,75,73,148,historic_data_news_sentiment
2019-12-12,0.001751585088235294,69,67,136,historic_data_news_sentiment
2019-12-13,-0.07039176429447853,76,87,163,historic_data_news_sentiment
2019-12-14,-0.29877314014492756,24,45,69,historic_data_news_sentiment
2019-12-15,0.2368689539056604,34,19,53,historic_data_news_sentiment
2019-12-16,-0.002836352141304345,90,94,184,historic_data_news_sentiment
2019-12-17,0.0009577701572326975,78,81,159,historic_data_news_sentiment
2019-12-18,0.011747666694029851,70,64,134,historic_data_news_sentiment
2019-12-19,0.08425261623255814,70,59,129,historic_data_news_sentiment
2019-12-20,0.027940115071942447,72,67,139,historic_data_news_sentiment
2019-12-21,0.12240939354098361,35,26,61,historic_data_news_sentiment
2019-12-22,0.11552609372727272,25,19,44,historic_data_news_sentiment
2019-12-23,0.054693063411764706,73,63,136,historic_data_news_sentiment
2019-12-24,-0.06999932907199999,58,67,125,historic_data_news_sentiment
2019-12-25,-0.07010474344230769,25,27,52,historic_data_news_sentiment
2019-12-26,-0.14597629508333332,46,62,108,historic_data_news_sentiment
2019-12-27,0.996654749,1,0,1,historic_data_news_sentiment
2020-01-01,-0.03136095753543307,61,66,127,historic_data_news_sentiment
2020-01-02,0.09452495131896552,64,52,116,historic_data_news_sentiment
2020-01-03,-0.014187683588235292,59,60,119,historic_data_news_sentiment
2020-01-04,0.018091488833333332,27,27,54,historic_data_news_sentiment
2020-01-05,-0.04729847576470588,24,27,51,historic_data_news_sentiment
2020-01-06,-0.12009002873134328,60,74,134,historic_data_news_sentiment
2020-01-07,-0.04438832810273973,70,76,146,historic_data_news_sentiment
2020-01-08,-0.1434733282057143,75,100,175,historic_data_news_sentiment
2020-01-09,0.047527465913580244,85,77,162,historic_data_news_sentiment
2020-01-10,-0.05205299234074074,65,70,135,historic_data_news_sentiment
2020-01-11,0.005555435465517233,30,28,58,historic_data_news_sentiment
2020-01-12,-0.20872438102439023,16,25,41,historic_data_news_sentiment
2020-01-13,-0.1626005290993789,65,96,161,historic_data_news_sentiment
2020-01-14,-0.14922198703867404,78,103,181,historic_data_news_sentiment
2020-01-15,-0.1570531501231884,58,80,138,historic_data_news_sentiment
2020-01-16,-0.013873798296052633,75,77,152,historic_data_news_sentiment
2020-01-17,-0.01815584184251969,63,64,127,historic_data_news_sentiment
2020-01-18,-0.0745197039245283,24,29,53,historic_data_news_sentiment
2020-01-19,0.0239745589375,25,23,48,historic_data_news_sentiment
2020-01-20,-0.14823544975739644,72,97,169,historic_data_news_sentiment
2020-01-21,-0.06611846404320987,77,85,162,historic_data_news_sentiment
2020-01-22,-0.09021857866847825,85,99,184,historic_data_news_sentiment
2020-01-23,0.08015312096815286,84,73,157,historic_data_news_sentiment
2020-01-24,0.029125300942675163,84,73,157,historic_data_news_sentiment
2020-01-25,0.06689859907246377,38,31,69,historic_data_news_sentiment
2020-01-26,-0.21105837157777776,17,28,45,historic_data_news_sentiment
2020-01-27,-0.17437412514619882,71,100,171,historic_data_news_sentiment
2020-01-28,-0.11544579494267515,71,86,157,historic_data_news_sentiment
2020-01-29,-0.0714132893625,74,86,160,historic_data_news_sentiment
2020-01-30,-0.08369713787623763,93,109,202,historic_data_news_sentiment
2020-01-31,-0.03912805269369369,53,58,111,historic_data_news_sentiment
2020-02-01,-0.09678574805050505,136,161,297,historic_data_news_sentiment
2020-02-02,-0.25770820435238095,38,67,105,historic_data_news_sentiment
2020-02-03,-0.26100474749044583,57,100,157,historic_data_news_sentiment
2020-02-04,-0.09148073797619048,77,91,168,historic_data_news_sentiment
2020-02-05,-0.0006941227730061374,81,82,163,historic_data_news_sentiment
2020-02-06,-0.028688745212669686,107,114,221,historic_data_news_sentiment
2020-02-07,-0.06667293369230769,68,75,143,historic_data_news_sentiment
2020-02-08,-0.035040654147540984,30,31,61,historic_data_news_sentiment
2020-02-09,0.13133195718367346,28,21,49,historic_data_news_sentiment
2020-02-10,-0.05878734090972223,67,77,144,historic_data_news_sentiment
2020-02-11,0.09810318746666666,84,66,150,historic_data_news_sentiment
2020-02-12,-0.10096977933544304,71,87,158,historic_data_news_sentiment
2020-02-13,-0.10571229580794701,68,83,151,historic_data_news_sentiment
2020-02-14,-0.08697930728244276,59,72,131,historic_data_news_sentiment
2020-02-15,-0.1332504846129032,26,36,62,historic_data_news_sentiment
2020-02-16,0.10928514703703704,31,23,54,historic_data_news_sentiment
2020-02-17,-0.08697014459859155,65,77,142,historic_data_news_sentiment
2020-02-18,-0.022794789557046977,75,74,149,historic_data_news_sentiment
2020-02-19,-0.030461610293650798,62,64,126,historic_data_news_sentiment
2020-02-20,-0.20695723949342107,59,93,152,historic_data_news_sentiment
2020-02-21,-0.1087895673611111,32,40,72,historic_data_news_sentiment
2020-02-22,-0.13778581691304348,20,26,46,historic_data_news_sentiment
2020-02-23,-0.07991857435185185,25,29,54,historic_data_news_sentiment
2020-02-24,-0.23461403071069184,60,99,159,historic_data_news_sentiment
2020-02-25,-0.22521995768292682,32,50,82,historic_data_news_sentiment
2020-02-26,-0.16751648299337749,62,89,151,historic_data_news_sentiment
2020-02-27,-0.02280667053125,79,81,160,historic_data_news_sentiment
2020-02-28,-0.2302412980510204,75,121,196,historic_data_news_sentiment
2020-02-29,0.046956169253968255,34,29,63,historic_data_news_sentiment
2020-03-01,-0.30036301116666664,21,39,60,historic_data_news_sentiment
2020-03-02,-0.20721572249593495,49,74,123,historic_data_news_sentiment
2020-03-03,0.0032051625821917767,74,72,146,historic_data_news_sentiment
2020-03-04,-0.1602577142529412,71,99,170,historic_data_news_sentiment
2020-03-05,-0.1511008990131579,64,88,152,historic_data_news_sentiment
2020-03-06,-0.23127336536363635,64,101,165,historic_data_news_sentiment
2020-03-07,-0.13773951614035088,25,32,57,historic_data_news_sentiment
2020-03-08,-0.07872194193181818,21,23,44,historic_data_news_sentiment
2020-03-09,-0.3024190351237114,67,127,194,historic_data_news_sentiment
2020-03-10,-0.42477362807865165,25,64,89,historic_data_news_sentiment
2020-03-11,-0.2558794326726191,63,105,168,historic_data_news_sentiment
2020-03-12,-0.4109841495642458,51,128,179,historic_data_news_sentiment
2020-03-13,-0.1990734959191919,80,118,198,historic_data_news_sentiment
2020-03-14,-0.14631185988235296,28,40,68,historic_data_news_sentiment
2020-03-15,-0.4897313153333333,13,38,51,historic_data_news_sentiment
2020-03-16,-0.2773602025185185,77,139,216,historic_data_news_sentiment
2020-03-17,-0.3327954758175676,50,98,148,historic_data_news_sentiment
2020-03-18,-0.33734000820118343,56,113,169,historic_data_news_sentiment
2020-03-19,-0.3012187928585366,73,132,205,historic_data_news_sentiment
2020-03-20,-0.275676635171123,67,120,187,historic_data_news_sentiment
2020-03-21,-0.38766619370886074,24,55,79,historic_data_news_sentiment
2020-03-22,-0.49602511278378375,9,28,37,historic_data_news_sentiment
2020-03-23,-0.4772713297737226,35,102,137,historic_data_news_sentiment
2020-03-24,-0.21770158789705882,79,125,204,historic_data_news_sentiment
2020-03-25,-0.244265953046875,73,119,192,historic_data_news_sentiment
2020-03-26,-0.10434212363736264,83,99,182,historic_data_news_sentiment
2020-03-27,-0.2100145777837838,73,112,185,historic_data_news_sentiment
2020-03-28,-0.4028066124936709,23,56,79,historic_data_news_sentiment
2020-03-29,-0.33614919909836066,19,42,61,historic_data_news_sentiment
2020-03-30,-0.26393819159550563,65,113,178,historic_data_news_sentiment
2020-03-31,-0.2952052591264368,61,113,174,historic_data_news_sentiment
2020-04-01,-0.3117876561467391,64,120,184,historic_data_news_sentiment
2020-04-02,-0.2862740275167785,52,97,149,historic_data_news_sentiment
2020-04-03,-0.40183705530246916,49,113,162,historic_data_news_sentiment
2020-04-04,-0.20577037858227845,32,47,79,historic_data_news_sentiment
2020-04-05,-0.3813965162025316,24,55,79,historic_data_news_sentiment
2020-04-06,-0.3490381604526316,31,64,95,historic_data_news_sentiment
2020-04-07,-0.13418071750625,71,89,160,historic_data_news_sentiment
2020-04-08,-0.26445347567582417,66,116,182,historic_data_news_sentiment
2020-04-09,-0.17164505120398008,84,117,201,historic_data_news_sentiment
2020-04-10,-0.2601321621041667,53,91,144,historic_data_news_sentiment
2020-04-11,-0.030484776152173917,22,24,46,historic_data_news_sentiment
2020-04-12,-0.4071349357962963,15,39,54,historic_data_news_sentiment
2020-04-13,-0.18992041506696428,91,133,224,historic_data_news_sentiment
2020-04-14,-0.29499312648019804,72,130,202,historic_data_news_sentiment
2020-04-15,-0.22824319993607306,84,135,219,historic_data_news_sentiment
2020-04-16,-0.2945033170969697,58,107,165,historic_data_news_sentiment
2020-04-17,-0.19121455638866397,101,146,247,historic_data_news_sentiment
2020-04-18,-0.038835596602564096,38,40,78,historic_data_news_sentiment
2020-04-19,-0.1265677773030303,29,37,66,historic_data_news_sentiment
2020-04-20,-0.31733946058510637,63,125,188,historic_data_news_sentiment
2020-04-21,-0.32141954335772355,41,82,123,historic_data_news_sentiment
2020-04-22,-0.2747036904166667,65,115,180,historic_data_news_sentiment
2020-04-23,-0.19398912057777778,72,108,180,historic_data_news_sentiment
2020-04-24,-0.3022669482487047,66,127,193,historic_data_news_sentiment
2020-04-25,-0.12530336145999998,45,55,100,historic_data_news_sentiment
2020-04-26,-0.28716033209836067,22,39,61,historic_data_news_sentiment
2020-04-27,-0.20831160755921052,60,92,152,historic_data_news_sentiment
2020-04-28,-0.12645325090816326,84,112,196,historic_data_news_sentiment
2020-04-29,-0.09146259598492461,89,110,199,historic_data_news_sentiment
2020-04-30,-0.14662478276605503,93,125,218,historic_data_news_sentiment
2020-05-01,-0.28525839501818184,40,70,110,historic_data_news_sentiment
