symbol,bse_symbol,company_name,source
SHREEJISPG,SHREEJISPG,Shreeji Shipping Global Limited,historic_data_archive7
OMFREIGHT,OMFREIGHT,Om Freight Forwarders Limited,historic_data_archive7
EMMVEE,EMMVEE,Emmvee Photovoltaic Power Limited,historic_data_archive7
JKIPL,JKIPL,Jinkushal Industries Limited,historic_data_archive7
ENRIN,ENRIN,Siemens Energy India Limited,historic_data_archive7
PNGSREVA,PNGSREVA,PNGS Reva Diamond Jewellery Limited,historic_data_archive7
KSR,KSR,KSR Footwear Limited,historic_data_archive7
RAYMONDREL,RAYMONDREL,Raymond Realty Limited,historic_data_archive7
TMCV,TMCV,Tata Motors Limited,historic_data_archive7
STLNETWORK,STLNETWORK,STL Networks Limited,historic_data_archive7
GVT&D,GVTD,GE Vernova T&D India Limited,historic_data_archive7
VBL,VBL,Varun Beverages Limited,historic_data_archive7
MANALIPETC,MANALIPETC,Manali Petrochemicals Limited,historic_data_archive7
EXPLEOSOL,EXPLEOSOL,Expleo Solutions Limited,historic_data_archive7
CLEDUCATE,CLEDUCATE,CL Educate Limited,historic_data_archive7
GRINFRA,GRINFRA,G R Infraprojects Limited,historic_data_archive7
PIRAMALFIN,PIRAMALFIN,Piramal Finance Limited,historic_data_archive7
IREDA,IREDA,Indian Renewable Energy Development Agency Limited,historic_data_archive7
KERNEX,KERNEX,Kernex Microsystems (India) Limited,historic_data_archive7
TSFINV,NAN,TSF INVESTMENTS LIMITED,historic_data_archive7
ASTRAZEN,ASTRAZEN,AstraZeneca Pharma India Limited,historic_data_archive7
IGL,IGL,Indraprastha Gas Limited,historic_data_archive7
SILLYMONKS,NAN,Silly Monks Entertainment Limited,historic_data_archive7
IGPL,IGPL,IG Petrochemicals Limited,historic_data_archive7
AGARIND,AGARIND,Agarwal Industrial Corporation Limited,historic_data_archive7
VEDL,VEDL,Vedanta Limited,historic_data_archive7
ELECON,ELECON,Elecon Engineering Company Limited,historic_data_archive7
POLYMED,POLYMED,Poly Medicure Limited,historic_data_archive7
ZODIACLOTH,ZODIACLOTH,Zodiac Clothing Company Limited,historic_data_archive7
AIIL,AIIL,Authum Investment & Infrastructure Limited,historic_data_archive7
RELTD,RELTD,Ravindra Energy Limited,historic_data_archive7
RAMRAT,RAMRAT,Ram Ratna Wires Limited,historic_data_archive7
ASHOKLEY,ASHOKLEY,Ashok Leyland Limited,historic_data_archive7
AEGISLOG,AEGISLOG,Aegis Logistics Limited,historic_data_archive7
SUNDROP,SUNDROP,Sundrop Brands Limited,historic_data_archive7
RICOAUTO,RICOAUTO,Rico Auto Industries Limited,historic_data_archive7
JWL,JWL,Jupiter Wagons Limited,historic_data_archive7
WILLAMAGOR,WILLAMAGOR,Williamson Magor & Company Limited,historic_data_archive7
AROGRANITE,AROGRANITE,Aro Granite Industries Limited,historic_data_archive7
PHOENIXLTD,PHOENIXLTD,The Phoenix Mills Limited,historic_data_archive7
POWERMECH,POWERMECH,Power Mech Projects Limited,historic_data_archive7
AIAENG,AIAENG,AIA Engineering Limited,historic_data_archive7
SPAL,SPAL,S. P. Apparels Limited,historic_data_archive7
FRACTAL,FRACTAL,Fractal Analytics Limited,historic_data_archive7
ONGC,ONGC,Oil & Natural Gas Corporation Limited,historic_data_archive7
BANCOINDIA,BANCOINDIA,Banco Products (I) Limited,historic_data_archive7
CYBERTECH,CYBERTECH,Cybertech Systems And Software Limited,historic_data_archive7
LTM,LTM,LTIMindtree Limited,historic_data_archive7
ORCHASP,ORCHASP,Orchasp Limited,historic_data_archive7
MAHEPC,MAHEPC,Mahindra EPC Irrigation Limited,historic_data_archive7
WIPL,NAN,The Western India Plywoods Limited,historic_data_archive7
MAANALU,MAANALU,Maan Aluminium Limited,historic_data_archive7
BRITANNIA,BRITANNIA,Britannia Industries Limited,historic_data_archive7
AAVAS,AAVAS,Aavas Financiers Limited,historic_data_archive7
ZUARIIND,ZUARIIND,ZUARI INDUSTRIES LIMITED,historic_data_archive7
KAJARIACER,KAJARIACER,Kajaria Ceramics Limited,historic_data_archive7
EQUIPPP,EQUIPPP,Equippp Social Impact Technologies Limited,historic_data_archive7
SHRIRAMPPS,SHRIRAMPPS,Shriram Properties Limited,historic_data_archive7
AUSOMENT,AUSOMENT,Ausom Enterprise Limited,historic_data_archive7
PALREDTEC,PALREDTEC,Palred Technologies Limited,historic_data_archive7
CRAMC,CRAMC,Canara Robeco Asset Management Company Limited,historic_data_archive7
RMDRIP,RMDRIP,R M Drip and Sprinklers Systems Limited,historic_data_archive7
KPIL,KPIL,Kalpataru Projects International Limited,historic_data_archive7
JSL,JSL,Jindal Stainless Limited,historic_data_archive7
MUFTI,MUFTI,Credo Brands Marketing Limited,historic_data_archive7
DYNAMATECH,DYNAMATECH,Dynamatic Technologies Limited,historic_data_archive7
GTLINFRA,GTLINFRA,GTL Infrastructure Limited,historic_data_archive7
SHARDACROP,SHARDACROP,Sharda Cropchem Limited,historic_data_archive7
GREAVESCOT,GREAVESCOT,Greaves Cotton Limited,historic_data_archive7
GATECH,GATECH,GACM Technologies Limited,historic_data_archive7
GATECHDVR,GATECHDVR,GACM Technologies Limited,historic_data_archive7
SYMPHONY,SYMPHONY,Symphony Limited,historic_data_archive7
VOLTAS,VOLTAS,Voltas Limited,historic_data_archive7
SADBHAV,SADBHAV,Sadbhav Engineering Limited,historic_data_archive7
MMFL,MMFL,MM Forgings Limited,historic_data_archive7
INDOWIND,INDOWIND,Indowind Energy Limited,historic_data_archive7
KALPATARU,KALPATARU,Kalpataru Limited,historic_data_archive7
CLEAN,CLEAN,Clean Science and Technology Limited,historic_data_archive7
USHAMART,USHAMART,Usha Martin Limited,historic_data_archive7
ASAHISONG,ASAHISONG,Asahi Songwon Colors Limited,historic_data_archive7
ONWARDTEC,ONWARDTEC,Onward Technologies Limited,historic_data_archive7
SAGCEM,SAGCEM,Sagar Cements Limited,historic_data_archive7
NITINSPIN,NITINSPIN,Nitin Spinners Limited,historic_data_archive7
EIHOTEL,EIHOTEL,EIH Limited,historic_data_archive7
CREATIVEYE,CREATIVEYE,Creative Eye Limited,historic_data_archive7
RAMASTEEL,RAMASTEEL,Rama Steel Tubes Limited,historic_data_archive7
SHREYANIND,SHREYANIND,Shreyans Industries Limited,historic_data_archive7
SASKEN,SASKEN,Sasken Technologies Limited,historic_data_archive7
ORBTEXP,ORBTEXP,Orbit Exports Limited,historic_data_archive7
SHREDIGCEM,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,historic_data_archive7
SPARC,SPARC,Sun Pharma Advanced Research Company Limited,historic_data_archive7
GODREJIND,GODREJIND,Godrej Industries Limited,historic_data_archive7
BLUEDART,BLUEDART,Blue Dart Express Limited,historic_data_archive7
KAUSHALYA,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,historic_data_archive7
FINCABLES,FINCABLES,Finolex Cables Limited,historic_data_archive7
SUMEETINDS,SUMEETINDS,Sumeet Industries Limited,historic_data_archive7
HCL-INSYS,HCL-INSYS,HCL Infosystems Limited,historic_data_archive7
ELLEN,ELLEN,Ellenbarrie Industrial Gases Limited,historic_data_archive7
TVSELECT,TVSELECT,TVS Electronics Limited,historic_data_archive7
NGIL,NGIL,Nakoda Group of Industries Limited,historic_data_archive7
KOTAKBANK,KOTAKBANK,Kotak Mahindra Bank Limited,historic_data_archive7
AXISBANK,AXISBANK,Axis Bank Limited,historic_data_archive7
NESTLEIND,NESTLEIND,Nestle India Limited,historic_data_archive7
STYLAMIND,STYLAMIND,Stylam Industries Limited,historic_data_archive7
OMINFRAL,OMINFRAL,OM INFRA LIMITED,historic_data_archive7
UMESLTD,UMESLTD,Usha Martin Education & Solutions Limited,historic_data_archive7
IOC,IOC,Indian Oil Corporation Limited,historic_data_archive7
ANANTRAJ,ANANTRAJ,Anant Raj Limited,historic_data_archive7
BFUTILITIE,BFUTILITIE,BF Utilities Limited,historic_data_archive7
DENORA,DENORA,De Nora India Limited,historic_data_archive7
PATELENG,PATELENG,Patel Engineering Limited,historic_data_archive7
UNIPARTS,UNIPARTS,Uniparts India Limited,historic_data_archive7
TATAPOWER,TATAPOWER,Tata Power Company Limited,historic_data_archive7
NAGREEKCAP,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,historic_data_archive7
RAMCOSYS,RAMCOSYS,Ramco Systems Limited,historic_data_archive7
GSPL,GSPL,Gujarat State Petronet Limited,historic_data_archive7
JINDWORLD,JINDWORLD,Jindal Worldwide Limited,historic_data_archive7
SPECIALITY,SPECIALITY,Speciality Restaurants Limited,historic_data_archive7
ITI,ITI,ITI Limited,historic_data_archive7
MAZDOCK,MAZDOCK,Mazagon Dock Shipbuilders Limited,historic_data_archive7
BUILDPRO,BUILDPRO,Shankara Buildpro Limited,historic_data_archive7
KIRLOSIND,KIRLOSIND,Kirloskar Industries Limited,historic_data_archive7
VINYLINDIA,VINYLINDIA,Vinyl Chemicals (India) Limited,historic_data_archive7
DLINKINDIA,DLINKINDIA,D-Link (India) Limited,historic_data_archive7
INDOUS,INDOUS,Indo Us Biotech Limited,historic_data_archive7
ZENTEC,ZENTEC,Zen Technologies Limited,historic_data_archive7
ABMINTLLTD,NAN,ABM International Limited,historic_data_archive7
GVKPIL,GVKPIL,GVK Power & Infrastructure Limited,historic_data_archive7
21STCENMGM,21STCENMGM,21st Century Management Services Limited,historic_data_archive7
HNDFDS,HNDFDS,Hindustan Foods Limited,historic_data_archive7
EPL,EPL,EPL Limited,historic_data_archive7
GULPOLY,GULPOLY,Gulshan Polyols Limited,historic_data_archive7
MSTCLTD,MSTCLTD,Mstc Limited,historic_data_archive7
E2E,NAN,E2E Networks Limited,historic_data_archive7
ZEEL,ZEEL,Zee Entertainment Enterprises Limited,historic_data_archive7
TRIVENI,TRIVENI,Triveni Engineering & Industries Limited,historic_data_archive7
DYNPRO,DYNPRO,Dynemic Products Limited,historic_data_archive7
AKSHAR,AKSHAR,Akshar Spintex Limited,historic_data_archive7
BHEL,BHEL,Bharat Heavy Electricals Limited,historic_data_archive7
BEML,BEML,BEML Limited,historic_data_archive7
FDC,FDC,FDC Limited,historic_data_archive7
SUMICHEM,SUMICHEM,Sumitomo Chemical India Limited,historic_data_archive7
LGHL,NAN,Laxmi Goldorna House Limited,historic_data_archive7
COLPAL,COLPAL,Colgate Palmolive (India) Limited,historic_data_archive7
GODFRYPHLP,GODFRYPHLP,Godfrey Phillips India Limited,historic_data_archive7
OLECTRA,OLECTRA,Olectra Greentech Limited,historic_data_archive7
HMT,HMT,HMT Limited,historic_data_archive7
PERSISTENT,PERSISTENT,Persistent Systems Limited,historic_data_archive7
LATTEYS,NAN,Latteys Industries Limited,historic_data_archive7
BEL,BEL,Bharat Electronics Limited,historic_data_archive7
RUSTOMJEE,RUSTOMJEE,Keystone Realtors Limited,historic_data_archive7
MAHESHWARI,NAN,Maheshwari Logistics Limited,historic_data_archive7
CAPACITE,CAPACITE,Capacit'e Infraprojects Limited,historic_data_archive7
ENIL,ENIL,Entertainment Network (India) Limited,historic_data_archive7
APTECHT,APTECHT,Aptech Limited,historic_data_archive7
DPABHUSHAN,DPABHUSHAN,D. P. Abhushan Limited,historic_data_archive7
HINDZINC,HINDZINC,Hindustan Zinc Limited,historic_data_archive7
KREBSBIO,KREBSBIO,Krebs Biochemicals and Industries Limited,historic_data_archive7
NAVKARURB,NAVKARURB,Navkar Urbanstructure Limited,historic_data_archive7
SHEKHAWATI,SHEKHAWATI,Shekhawati Industries Limited,historic_data_archive7
SONATSOFTW,SONATSOFTW,Sonata Software Limited,historic_data_archive7
LMW,LMW,LMW Limited,historic_data_archive7
ALOKINDS,ALOKINDS,Alok Industries Limited,historic_data_archive7
VISHNU,VISHNU,Vishnu Chemicals Limited,historic_data_archive7
MAHSEAMLES,MAHSEAMLES,Maharashtra Seamless Limited,historic_data_archive7
DLF,DLF,DLF Limited,historic_data_archive7
SURANASOL,SURANASOL,Surana Solar Limited,historic_data_archive7
VGL,VGL,VARVEE GLOBAL LIMITED,historic_data_archive7
WENDT,WENDT,Wendt (India) Limited,historic_data_archive7
WESTLIFE,WESTLIFE,WESTLIFE FOODWORLD LIMITED,historic_data_archive7
OIL,OIL,Oil India Limited,historic_data_archive7
SHANKARA,SHANKARA,Shankara Building Products Limited,historic_data_archive7
AJAXENGG,AJAXENGG,Ajax Engineering Limited,historic_data_archive7
HUHTAMAKI,HUHTAMAKI,Huhtamaki India Limited,historic_data_archive7
AMNPLST,AMNPLST,Amines & Plasticizers Limited,historic_data_archive7
GARFIBRES,GARFIBRES,Garware Technical Fibres Limited,historic_data_archive7
EIHAHOTELS,EIHAHOTELS,EIH Associated Hotels Limited,historic_data_archive7
ASIANENE,ASIANENE,Asian Energy Services Limited,historic_data_archive7
SWARAJENG,SWARAJENG,Swaraj Engines Limited,historic_data_archive7
PUNJABCHEM,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,historic_data_archive7
REGENCERAM,REGENCERAM,Regency Ceramics Limited,historic_data_archive7
RAMANEWS,RAMANEWS,Shree Rama Newsprint Limited,historic_data_archive7
CYBERMEDIA,CYBERMEDIA,Cyber Media (India) Limited,historic_data_archive7
SANDHAR,SANDHAR,Sandhar Technologies Limited,historic_data_archive7
NAVKARCORP,NAVKARCORP,Navkar Corporation Limited,historic_data_archive7
DHARAN,DHARAN,DHARAN INFRA-EPC LIMITED,historic_data_archive7
CAMPUS,CAMPUS,Campus Activewear Limited,historic_data_archive7
UNIVCABLES,UNIVCABLES,Universal Cables Limited,historic_data_archive7
TITAN,TITAN,Titan Company Limited,historic_data_archive7
SAHYADRI,SAHYADRI,Sahyadri Industries Limited,historic_data_archive7
CENTEXT,CENTEXT,Century Extrusions Limited,historic_data_archive7
LLOYDSME,LLOYDSME,Lloyds Metals And Energy Limited,historic_data_archive7
PRECOT,NAN,Precot Limited,historic_data_archive7
ROHLTD,ROHLTD,Royal Orchid Hotels Limited,historic_data_archive7
ESABINDIA,ESABINDIA,Esab India Limited,historic_data_archive7
DAMCAPITAL,DAMCAPITAL,Dam Capital Advisors Limited,historic_data_archive7
SJS,SJS,S.J.S. Enterprises Limited,historic_data_archive7
ELGIEQUIP,ELGIEQUIP,Elgi Equipments Limited,historic_data_archive7
ATLANTAA,ATLANTAA,ATLANTAA LIMITED,historic_data_archive7
SIS,SIS,SIS LIMITED,historic_data_archive7
TECHNOE,TECHNOE,Techno Electric & Engineering Company Limited,historic_data_archive7
VISASTEEL,VISASTEEL,Visa Steel Limited,historic_data_archive7
SUBROS,SUBROS,Subros Limited,historic_data_archive7
MICEL,MICEL,MIC Electronics Limited,historic_data_archive7
GAYAHWS,GAYAHWS,Gayatri Highways Limited,historic_data_archive7
MAHSCOOTER,MAHSCOOTER,Maharashtra Scooters Limited,historic_data_archive7
DEEPAKNTR,DEEPAKNTR,Deepak Nitrite Limited,historic_data_archive7
NAHARINDUS,NAHARINDUS,Nahar Industrial Enterprises Limited,historic_data_archive7
GICHSGFIN,GICHSGFIN,GIC Housing Finance Limited,historic_data_archive7
TEAMGTY,TEAMGTY,Team India Guaranty Limited,historic_data_archive7
ADVENTHTL,ADVENTHTL,Advent Hotels International Limited,historic_data_archive7
NAHARSPING,NAHARSPING,Nahar Spinning Mills Limited,historic_data_archive7
CARTRADE,CARTRADE,Cartrade Tech Limited,historic_data_archive7
GRWRHITECH,GRWRHITECH,Garware Hi-Tech Films Limited,historic_data_archive7
KDDL,KDDL,KDDL Limited,historic_data_archive7
GLOBAL,NAN,Global Education Limited,historic_data_archive7
HBLENGINE,HBLENGINE,HBL Engineering Limited,historic_data_archive7
HAVISHA,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,historic_data_archive7
SMLMAH,SMLMAH,SML Mahindra Limited,historic_data_archive7
ROML,ROML,Raj Oil Mills Limited,historic_data_archive7
ANUP,ANUP,The Anup Engineering Limited,historic_data_archive7
EVERESTIND,EVERESTIND,Everest Industries Limited,historic_data_archive7
NACLIND,NACLIND,NACL Industries Limited,historic_data_archive7
BUTTERFLY,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,historic_data_archive7
BAJFINANCE,BAJFINANCE,Bajaj Finance Limited,historic_data_archive7
FIBERWEB,FIBERWEB,Fiberweb (India) Limited,historic_data_archive7
MUTHOOTCAP,MUTHOOTCAP,Muthoot Capital Services Limited,historic_data_archive7
EMKAY,EMKAY,Emkay Global Financial Services Limited,historic_data_archive7
MONEYBOXX,MONEYBOXX,Moneyboxx Finance Limited,historic_data_archive7
GALLANTT,GALLANTT,Gallantt Ispat Limited,historic_data_archive7
CUMMINSIND,CUMMINSIND,Cummins India Limited,historic_data_archive7
AJMERA,AJMERA,Ajmera Realty & Infra India Limited,historic_data_archive7
ARIES,ARIES,Aries Agro Limited,historic_data_archive7
NAM-INDIA,NAM-INDIA,Nippon Life India Asset Management Limited,historic_data_archive7
WAAREERTL,WAAREERTL,Waaree Renewable Technologies Limited,historic_data_archive7
CROMPTON,CROMPTON,Crompton Greaves Consumer Electricals Limited,historic_data_archive7
SKFINDUS,SKFINDUS,SKF India (Industrial) Limited,historic_data_archive7
KWIL,KWIL,Kwality Wall's (India) Limited,historic_data_archive7
RAYMOND,RAYMOND,Raymond Limited,historic_data_archive7
RUBYMILLS,RUBYMILLS,The Ruby Mills Limited,historic_data_archive7
EXIDEIND,EXIDEIND,Exide Industries Limited,historic_data_archive7
DICIND,DICIND,DIC India Limited,historic_data_archive7
KALYANKJIL,KALYANKJIL,Kalyan Jewellers India Limited,historic_data_archive7
MUKANDLTD,MUKANDLTD,Mukand Limited,historic_data_archive7
BLUESTONE,BLUESTONE,BlueStone Jewellery and Lifestyle Limited,historic_data_archive7
TFCILTD,TFCILTD,Tourism Finance Corporation of India Limited,historic_data_archive7
PANAMAPET,PANAMAPET,Panama Petrochem Limited,historic_data_archive7
BAJAJHIND,BAJAJHIND,Bajaj Hindusthan Sugar Limited,historic_data_archive7
ENERGYDEV,ENERGYDEV,Energy Development Company Limited,historic_data_archive7
QUICKHEAL,QUICKHEAL,Quick Heal Technologies Limited,historic_data_archive7
INTELLECT,INTELLECT,Intellect Design Arena Limited,historic_data_archive7
NAHARPOLY,NAHARPOLY,Nahar Poly Films Limited,historic_data_archive7
SVPGLOB,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,historic_data_archive7
PREMIERPOL,PREMIERPOL,Premier Polyfilm Limited,historic_data_archive7
NILKAMAL,NILKAMAL,Nilkamal Limited,historic_data_archive7
HINDCOMPOS,HINDCOMPOS,Hindustan Composites Limited,historic_data_archive7
SYNCOMF,SYNCOMF,Syncom Formulations (India) Limited,historic_data_archive7
SOMATEX,SOMATEX,Soma Textiles & Industries Limited,historic_data_archive7
KALYANIFRG,KALYANIFRG,Kalyani Forge Limited,historic_data_archive7
GOKULAGRO,GOKULAGRO,Gokul Agro Resources Limited,historic_data_archive7
BHARATWIRE,BHARATWIRE,Bharat Wire Ropes Limited,historic_data_archive7
NESCO,NESCO,Nesco Limited,historic_data_archive7
METROBRAND,METROBRAND,Metro Brands Limited,historic_data_archive7
PIDILITIND,PIDILITIND,Pidilite Industries Limited,historic_data_archive7
ZENITHSTL,ZENITHSTL,Zenith Steel Pipes & Industries Limited,historic_data_archive7
BYKE,BYKE,The Byke Hospitality Ltd,historic_data_archive7
TIRUPATIFL,NAN,Tirupati Forge Limited,historic_data_archive7
SUPREMEENG,NAN,Supreme Engineering Limited,historic_data_archive7
CENTUM,CENTUM,Centum Electronics Limited,historic_data_archive7
RITES,RITES,RITES Limited,historic_data_archive7
DHUNINV,DHUNINV,Dhunseri Investments Limited,historic_data_archive7
HALEOSLABS,HALEOSLABS,HALEOS LABS LIMITED,historic_data_archive7
DOMS,DOMS,DOMS Industries Limited,historic_data_archive7
GILLETTE,GILLETTE,Gillette India Limited,historic_data_archive7
BOSCHLTD,BOSCHLTD,Bosch Limited,historic_data_archive7
AVONMORE,AVONMORE,Avonmore Capital & Management Services Limited,historic_data_archive7
INDIANHUME,INDIANHUME,Indian Hume Pipe Company Limited,historic_data_archive7
PURVA,PURVA,Puravankara Limited,historic_data_archive7
SOMICONVEY,SOMICONVEY,Somi Conveyor Beltings Limited,historic_data_archive7
JINDALSAW,JINDALSAW,Jindal Saw Limited,historic_data_archive7
LGEINDIA,LGEINDIA,LG Electronics India Limited,historic_data_archive7
RPPINFRA,RPPINFRA,R.P.P. Infra Projects Limited,historic_data_archive7
SARVESHWAR,SARVESHWAR,Sarveshwar Foods Limited,historic_data_archive7
TIMKEN,TIMKEN,Timken India Limited,historic_data_archive7
DOLLAR,DOLLAR,Dollar Industries Limited,historic_data_archive7
SINDHUTRAD,SINDHUTRAD,Sindhu Trade Links Limited,historic_data_archive7
LUPIN,LUPIN,Lupin Limited,historic_data_archive7
ALMONDZ,ALMONDZ,Almondz Global Securities Limited,historic_data_archive7
NIRAJISPAT,NAN,Niraj Ispat Industries Limited,historic_data_archive7
RCOM,RCOM,Reliance Communications Limited,historic_data_archive7
HAPPYFORGE,HAPPYFORGE,Happy Forgings Limited,historic_data_archive7
RAMCOCEM,RAMCOCEM,The Ramco Cements Limited,historic_data_archive7
THOMASCOOK,THOMASCOOK,Thomas Cook  (India)  Limited,historic_data_archive7
INDOTECH,INDOTECH,Indo Tech Transformers Limited,historic_data_archive7
STERTOOLS,STERTOOLS,Sterling Tools Limited,historic_data_archive7
SURYAROSNI,SURYAROSNI,Surya Roshni Limited,historic_data_archive7
COFFEEDAY,COFFEEDAY,Coffee Day Enterprises Limited,historic_data_archive7
GANGESSECU,GANGESSECU,Ganges Securities Limited,historic_data_archive7
IRCTC,IRCTC,Indian Railway Catering And Tourism Corporation Limited,historic_data_archive7
TOTAL,NAN,Total Transport Systems Limited,historic_data_archive7
LGBBROSLTD,LGBBROSLTD,LG Balakrishnan & Bros Limited,historic_data_archive7
INDOTHAI,INDOTHAI,Indo Thai Securities Limited,historic_data_archive7
TIRUMALCHM,TIRUMALCHM,Thirumalai Chemicals Limited,historic_data_archive7
BODALCHEM,BODALCHEM,Bodal Chemicals Limited,historic_data_archive7
CONCORDBIO,CONCORDBIO,Concord Biotech Limited,historic_data_archive7
MOTILALOFS,MOTILALOFS,Motilal Oswal Financial Services Limited,historic_data_archive7
BIRLACORPN,BIRLACORPN,Birla Corporation Limited,historic_data_archive7
DTIL,DTIL,Dhunseri Tea & Industries Limited,historic_data_archive7
PREMIER,PREMIER,Premier Limited,historic_data_archive7
NIITMTS,NIITMTS,NIIT Learning Systems Limited,historic_data_archive7
ZFCVINDIA,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,historic_data_archive7
RAJESHEXPO,RAJESHEXPO,Rajesh Exports Limited,historic_data_archive7
BHARTIHEXA,BHARTIHEXA,Bharti Hexacom Limited,historic_data_archive7
SOLARINDS,SOLARINDS,Solar Industries India Limited,historic_data_archive7
INFOBEAN,INFOBEAN,InfoBeans Technologies Limited,historic_data_archive7
BELLACASA,BELLACASA,Bella Casa Fashion & Retail Limited,historic_data_archive7
HINDOILEXP,HINDOILEXP,Hindustan Oil Exploration Company Limited,historic_data_archive7
CEREBRAINT,CEREBRAINT,Cerebra Integrated Technologies Limited,historic_data_archive7
CIFL,CIFL,Capital India Finance Limited,historic_data_archive7
ICICIAMC,ICICIAMC,ICICI Prudential Asset Management Company Limited,historic_data_archive7
APEX,APEX,Apex Frozen Foods Limited,historic_data_archive7
MANGLMCEM,MANGLMCEM,Mangalam Cement Limited,historic_data_archive7
PETRONET,PETRONET,Petronet LNG Limited,historic_data_archive7
MAGADSUGAR,MAGADSUGAR,Magadh Sugar & Energy Limited,historic_data_archive7
ASHAPURMIN,ASHAPURMIN,Ashapura Minechem Limited,historic_data_archive7
CENTURYPLY,CENTURYPLY,Century Plyboards (India) Limited,historic_data_archive7
MASFIN,MASFIN,MAS Financial Services Limited,historic_data_archive7
NRBBEARING,NRBBEARING,NRB Bearing Limited,historic_data_archive7
AVADHSUGAR,AVADHSUGAR,Avadh Sugar & Energy Limited,historic_data_archive7
IDEAFORGE,IDEAFORGE,Ideaforge Technology Limited,historic_data_archive7
OPTIEMUS,OPTIEMUS,Optiemus Infracom Limited,historic_data_archive7
BLKASHYAP,BLKASHYAP,B. L. Kashyap and Sons Limited,historic_data_archive7
GLOSTERLTD,GLOSTERLTD,Gloster Limited,historic_data_archive7
UNICHEMLAB,UNICHEMLAB,Unichem Laboratories Limited,historic_data_archive7
JPPOWER,JPPOWER,Jaiprakash Power Ventures Limited,historic_data_archive7
BETA,NAN,Beta Drugs Limited,historic_data_archive7
NDLVENTURE,NDLVENTURE,NDL Ventures Limited,historic_data_archive7
SGL,SGL,STL Global Limited,historic_data_archive7
ITDC,ITDC,India Tourism Development Corporation Limited,historic_data_archive7
BHAGERIA,BHAGERIA,Bhageria Industries Limited,historic_data_archive7
SOMANYCERA,SOMANYCERA,Somany Ceramics Limited,historic_data_archive7
MPHASIS,MPHASIS,MphasiS Limited,historic_data_archive7
SYSTMTXC,SYSTMTXC,Systematix Corporate Services Limited,historic_data_archive7
ABBOTINDIA,ABBOTINDIA,Abbott India Limited,historic_data_archive7
ZOTA,NAN,Zota Health Care LImited,historic_data_archive7
DPSCLTD,NAN,DPSC Limited,historic_data_archive7
FMNL,FMNL,Future Market Networks Limited,historic_data_archive7
DIVISLAB,DIVISLAB,Divi's Laboratories Limited,historic_data_archive7
PVP,PVP,PVP Ventures Limited,historic_data_archive7
ASIANHOTNR,ASIANHOTNR,Asian Hotels (North) Limited,historic_data_archive7
SHEMAROO,SHEMAROO,Shemaroo Entertainment Limited,historic_data_archive7
JAYSREETEA,JAYSREETEA,Jayshree Tea & Industries Limited,historic_data_archive7
ADANIGREEN,ADANIGREEN,Adani Green Energy Limited,historic_data_archive7
REPL,NAN,Rudrabhishek Enterprises Limited,historic_data_archive7
DATAMATICS,DATAMATICS,Datamatics Global Services Limited,historic_data_archive7
ASHIANA,ASHIANA,Ashiana Housing Limited,historic_data_archive7
NBIFIN,NAN,N. B. I. Industrial Finance Company Limited,historic_data_archive7
DWARKESH,DWARKESH,Dwarikesh Sugar Industries Limited,historic_data_archive7
VRLLOG,VRLLOG,VRL Logistics Limited,historic_data_archive7
PFOCUS,PFOCUS,Prime Focus Limited,historic_data_archive7
NIRAJ,NIRAJ,Niraj Cement Structurals Limited,historic_data_archive7
UNITEDPOLY,NAN,United Polyfab Gujarat Limited,historic_data_archive7
EXCELINDUS,EXCELINDUS,Excel Industries Limited,historic_data_archive7
NORBTEAEXP,NORBTEAEXP,Norben Tea & Exports Limited,historic_data_archive7
IL&FSENGG,IL&FSENGG,IL&FS Engineering and Construction Company Limited,historic_data_archive7
MANORG,MANORG,Mangalam Organics Limited,historic_data_archive7
VIVIDHA,VIVIDHA,Visagar Polytex Limited,historic_data_archive7
GRAPHITE,GRAPHITE,Graphite India Limited,historic_data_archive7
PODDARMENT,PODDARMENT,Poddar Pigments Limited,historic_data_archive7
AMBER,AMBER,Amber Enterprises India Limited,historic_data_archive7
APARINDS,APARINDS,Apar Industries Limited,historic_data_archive7
PRECWIRE,PRECWIRE,Precision Wires India Limited,historic_data_archive7
BASF,BASF,BASF India Limited,historic_data_archive7
MUKTAARTS,MUKTAARTS,Mukta Arts Limited,historic_data_archive7
RELIABLE,RELIABLE,Reliable Data Services Limited,historic_data_archive7
BIOCON,BIOCON,Biocon Limited,historic_data_archive7
COASTCORP,COASTCORP,Coastal Corporation Limited,historic_data_archive7
WAAREEENER,WAAREEENER,Waaree Energies Limited,historic_data_archive7
BAJAJHFL,BAJAJHFL,Bajaj Housing Finance Limited,historic_data_archive7
MADHUCON,MADHUCON,Madhucon Projects Limited,historic_data_archive7
ITCHOTELS,ITCHOTELS,ITC Hotels Limited,historic_data_archive7
UFBL,UFBL,United Foodbrands Limited,historic_data_archive7
